Gene ID,Gene Symbol,Category,Chromosome,Loci Start,Loci End,Strand,Distance to TSS,PeakID,Significantly Enriched over WCE,T0 min,T4 min,T12 min,T20 min,T40 min,T60 min
YDL202W,MRPL11,Upstream,chriv,98090,98568,+,-146,Msn2-chr04-98329,n,-0.243087866,-0.379051027,0.509699597,0.521520825,-0.014295485,-0.463683228
YDL198C,GGC1,Exon/CD,chriv,103498,103880,-,862,Msn2-chr04-103689,n,0.138445992,0.100086947,-0.079054218,0.005181065,0.057905311,-0.132706421
YDL196W,,Exon/CD,chriv,106602,107048,+,84,Msn2-chr04-106916,y,0.030307671,0.780651416,1.131170157,0.930924532,0.574889002,0.114773656
YDL195W,SEC31,Exon/CD,chriv,108138,108616,+,1169,Msn2-chr04-108377,n,0.022596962,0.047950043,0.168199341,-0.095780146,0.29551936,0.028586813
YDL192W,ARF1,Upstream,chriv,116074,116424,+,-72,Msn2-chr04-116249,n,-0.43563423,-0.572653379,0.588184422,0.644099443,-0.010206788,-0.726821497
YDL184C,RPL41A,Exon/CD,chriv,130186,130664,-,59,Msn2-chr04-130510,y,0.303399695,-0.079556812,0.729798705,0.519207456,0.326801051,0.298815685
YDL182W,LYS20,Upstream,chriv,132586,133544,+,-372,Msn2-chr04-133057,y,-0.016250667,1.781513861,2.682044073,2.349190785,1.061647204,0.415580563
YDL182W,LYS20,Exon/CD,chriv,134378,134760,+,1132,Msn2-chr04-134553,y,0.733305076,1.285008094,0.897033299,0.931668915,0.998171103,0.936647467
YDL181W,INH1,Exon/CD,chriv,135082,135528,+,126,Msn2-chr04-135297,y,-0.124889231,1.235582005,1.263206026,1.101940121,0.460651156,0.55238295
YDL174C,DLD1,Upstream,chriv,147434,147848,-,-52,Msn2-chr04-147641,n,0.162653572,1.225685128,0.719447261,0.228565787,0.529913133,0.1035024
YDL173W,PAR32,Upstream,chriv,147914,148296,+,-86,Msn2-chr04-148129,y,0.086919522,1.414030948,1.126818149,0.47680826,0.388187754,0.482295748
YDL171C,GLT1,Exon/CD,chriv,149098,149640,-,6271,Msn2-chr04-149369,n,0.061111335,0.449479655,0.435402574,0.081947165,0.208555947,-0.497718739
YDL171C,GLT1,Exon/CD,chriv,149642,150120,-,5759,Msn2-chr04-149881,n,0.155576643,0.700177531,0.222197915,0.021613973,0.03181162,0.828740446
YDL170W,UGA3,Upstream,chriv,155914,156392,+,-165,Msn2-chr04-156105,y,-0.173760206,-0.406617957,1.289867997,1.179553973,0.399243277,0.318700263
YDL168W,SFA1,Upstream,chriv,159114,160072,+,-11,Msn2-chr04-159561,y,-0.133514162,0.48685118,0.933309822,1.024501476,0.365752879,0.112881624
YDL168W,SFA1,Exon/CD,chriv,159786,160296,+,437,Msn2-chr04-160041,n,-0.010653071,1.013558176,0.411469037,0.738301609,0.684890787,0.342929385
YDL147W,RPN5,Exon/CD,chriv,190698,191272,+,61,Msn2-chr04-190974,y,0.124472108,0.29914843,0.605312124,0.714724695,0.49052142,0.67054419
YDL147W,RPN5,Exon/CD,chriv,191882,192392,+,1213,Msn2-chr04-192137,n,0.057851182,-0.407215697,-0.035721725,0.081538774,0.435032897,0.679049244
YDL140C,RPO21,Exon/CD,chriv,210218,210568,-,168,Msn2-chr04-210393,n,0.52033017,0.514667554,0.652808966,0.602951762,0.37226719,0.970061062
YDL138W,RGT2,Upstream,chriv,212618,213352,+,-366,Msn2-chr04-212985,n,-0.26965566,-0.129491612,0.850891632,0.27858218,-0.084516299,-0.224995025
YDL137W,ARF2,Upstream,chriv,215978,216424,+,-328,Msn2-chr04-216121,y,0.23277727,0.63506687,0.846604112,0.504786392,0.614073107,0.997023039
YDL136W,RPL35B,Exon/CD,chriv,217834,218184,+,409,Msn2-chr04-218009,n,0.49041929,-0.023671186,0.051014085,0.110586351,-0.009642564,-0.177922703
YDL133C-A,RPL41B,Upstream,chriv,221514,222408,-,-160,Msn2-chr04-221961,n,-0.012984446,0.087633995,0.698693926,0.282452408,-0.027157944,0.034379153
YDL132W,CDC53,Upstream,chriv,223850,224264,+,-247,Msn2-chr04-224041,y,0.026848462,-0.112228565,0.673934727,0.612855874,0.330343352,0.426567425
YDL130W-A,STF1,Exon/CD,chriv,229034,229480,+,86,Msn2-chr04-229297,y,0.044798286,0.142638858,-0.019092375,0.759872509,0.498571833,0.655524512
YDL130W,RPP1B,Exon/CD,chriv,230186,230664,+,519,Msn2-chr04-230409,n,0.489103775,1.318837304,0.589596752,0.084256793,0.308925449,0.074663215
YDL129W,,Upstream,chriv,230666,231240,+,-71,Msn2-chr04-230913,y,0.075683331,1.120220588,1.439242303,0.842758925,0.358338892,-0.0326247
YDL126C,CDC48,Exon/CD,chriv,236362,236808,-,2079,Msn2-chr04-236529,y,0.475139609,0.709187048,0.619963273,0.452888402,0.768917181,0.385140173
YDL126C,CDC48,Exon/CD,chriv,237354,237704,-,1135,Msn2-chr04-237529,n,0.380796979,0.301830536,0.337160533,-0.072180114,0.504296374,1.314850111
YDL126C,CDC48,Exon/CD,chriv,237482,237832,-,1007,Msn2-chr04-237657,n,0.178996415,-0.008507207,0.389536071,0.208917437,0.621872094,1.048052029
YDL126C,CDC48,Exon/CD,chriv,237866,238216,-,623,Msn2-chr04-238041,n,0.671357763,0.188759168,0.098178876,0.187656135,0.393456904,1.181125341
YDL126C,CDC48,Exon/CD,chriv,238058,238408,-,431,Msn2-chr04-238233,n,0.554337322,0.768858103,0.495259981,0.285789699,0.58909495,1.295766833
YDL126C,CDC48,Upstream,chriv,238250,239080,-,-1,Msn2-chr04-238665,n,0.148679408,1.236567051,1.361944529,0.720428812,0.736308466,0.955283128
YDL125C,HNT1,Exon/CD,chriv,238730,239336,-,573,Msn2-chr04-239001,y,0.286596287,0.822538777,1.235267807,0.840662545,0.787198161,1.274950742
YDL125C,HNT1,Upstream,chriv,239434,240328,-,-275,Msn2-chr04-239969,y,-0.311957772,1.410780132,2.018236732,1.130733238,0.475580397,0.24194952
YDL124W,,Exon/CD,chriv,240170,240616,+,134,Msn2-chr04-240529,y,0.029687468,0.606092386,1.567888551,1.209568287,0.73566621,1.063786986
YDL123W,SNA4,Exon/CD,chriv,241290,241768,+,111,Msn2-chr04-240761,y,0.018078796,1.289554317,1.045092077,0.636228702,0.568352524,0.927473917
YDL113C,ATG20,Exon/CD,chriv,258250,258728,-,66,Msn2-chr04-258489,n,0.132070938,-0.043947813,0.352348245,0.288658458,0.453279638,0.610285548
YDL111C,RRP42,Exon/CD,chriv,263498,264104,-,309,Msn2-chr04-263801,n,0.507145095,0.101429569,0.15175064,0.250930989,0.302885086,1.11269413
YDL111C,RRP42,Upstream,chriv,264042,264552,-,-187,Msn2-chr04-264377,y,-0.236636017,0.085861753,0.509586133,0.615153944,0.025907351,0.542399494
YDL110C,TMA17,Exon/CD,chriv,264330,265096,-,251,Msn2-chr04-264713,n,0.134215871,0.770023186,0.683491094,0.440913235,0.56638453,0.679969793
YDL106C,PHO2,Exon/CD,chriv,271658,272072,-,36,Msn2-chr04-271865,n,0.295178782,-0.079097778,0.301143805,0.285952113,0.363859341,-0.066567353
YDL100C,GET3,Exon/CD,chriv,282858,283336,-,79,Msn2-chr04-283097,n,-0.121922979,0.288102394,0.131623808,-0.213431978,-0.003571822,0.858252186
YDL097C,RPN6,Exon/CD,chriv,285674,286088,-,814,Msn2-chr04-285881,n,0.338077995,0.859972567,0.397244524,0.062927775,0.158667841,0.46282909
YDL097C,RPN6,Exon/CD,chriv,286346,286920,-,62,Msn2-chr04-286633,n,-0.073801804,0.818244212,0.623447455,0.478847517,0.392163126,0.072142235
YDL086C-A,,Upstream,chriv,301642,302664,-,-64,Msn2-chr04-302153,n,0.001884524,0.98147875,0.799662466,0.327986096,0.280513803,0.345988454
YDL083C,RPS16B,Intron,chriv,307466,308008,-,52,Msn2-chr04-307737,n,0.432593488,0.438503913,0.13547884,0.044554695,-0.151876424,-0.402591177
YDL082W,RPL13A,Upstream,chriv,307914,308424,+,-255,Msn2-chr04-308169,n,-0.13753739,0.105023013,0.29830898,0.648412217,0.018583003,-0.148943929
YDL082W,RPL13A,Exon/CD,chriv,308714,309288,+,577,Msn2-chr04-309001,n,0.520111096,0.486076321,0.210345403,0.119150087,0.177398573,-0.124561578
YDL081C,RPP1A,Exon/CD,chriv,309706,310152,-,193,Msn2-chr04-309945,n,0.529282326,1.300185474,0.216431297,0.163263681,0.046428994,-0.137978098
snR63,SNR63,Exon/CD,chriv,322986,323784,-,86,Msn2-chr04-323385,n,0.182236385,-0.704536628,-0.198740293,-0.201807302,-0.377902377,-0.2763544
YDL072C,YET3,Exon/CD,chriv,330026,330408,-,230,Msn2-chr04-330420,n,0.698881724,0.606688232,0.749345537,0.679404451,0.45051195,0.004371409
YDL070W,BDF2,Exon/CD,chriv,330474,331656,+,41,Msn2-chr04-331065,n,0.179439758,1.653267752,1.115759205,0.553928479,0.406719634,0.427329295
YDL067C,COX9,Exon/CD,chriv,334122,334472,-,99,Msn2-chr04-334297,n,0.168567251,0.928239186,0.742235735,0.280055785,0.038832375,-0.322090163
YDL065C,PEX19,Exon/CD,chriv,336874,337352,-,164,Msn2-chr04-337113,n,0.464228903,-0.53563027,0.271823499,0.140421819,0.235724357,0.201612412
YDL061C,RPS29B,Exon/CD,chriv,340522,340904,-,85,Msn2-chr04-340713,n,0.246397713,-0.021516267,0.229292722,7.98E-05,-0.111598395,-0.403436851
YDL057W,,Exon/CD,chriv,352138,352648,+,959,Msn2-chr04-352393,n,0.552542029,0.459010438,0.261045011,0.128590632,0.030426636,0.182716472
YDL055C,PSA1,Exon/CD,chriv,355562,356136,-,910,Msn2-chr04-355849,n,0.511850674,0.269361247,0.056309064,0.111970935,-0.017722621,0.368011053
YDL055C,PSA1,Exon/CD,chriv,356202,356936,-,190,Msn2-chr04-356569,n,0.524970279,0.170301789,0.376168504,0.284444423,0.098286579,0.398626796
YDL055C,PSA1,Upstream,chriv,356906,357608,-,-498,Msn2-chr04-357369,y,0.096371843,1.621833435,1.810879184,0.847305109,0.312332631,-0.097147263
tK(UUU)D,,Upstream,chriv,359306,359816,+,-16,Msn2-chr04-359597,y,0.293342515,0.149578122,0.951526247,0.78019045,0.549432635,0.279479973
YDL053C,PBP4,Exon/CD,chriv,361770,362280,-,231,Msn2-chr04-362025,n,0.471531667,1.2148964,0.259146779,0.377893255,0.316276424,0.02661464
YDL053C,PBP4,Exon/CD,chriv,361898,362440,-,87,Msn2-chr04-362169,n,0.225948188,1.026236177,0.233070356,0.185584416,0.19669782,0.083168742
YDL046W,NPC2,Exon/CD,chriv,370826,371656,+,1,Msn2-chr04-371241,n,-0.108855552,0.312470334,0.559501113,0.226985205,0.041819506,0.157414724
YDL039C,PRM7,Exon/CD,chriv,383690,384072,-,200,Msn2-chr04-383860,n,0.824521235,0.49946431,0.556764489,0.307067994,0.666452443,1.364493266
YDL037C,BSC1,Exon/CD,chriv,384714,385128,-,666,Msn2-chr04-384910,n,1.001938133,0.306391091,0.485924673,0.939878351,0.68752213,1.428631797
YDL029W,ARP2,Intron,chriv,399114,399656,+,45,Msn2-chr04-399361,y,-0.095368461,0.271074154,0.52909715,0.601639795,0.088236813,0.454120206
YDL025C,RTK1,Exon/CD,chriv,405194,405768,-,1725,Msn2-chr04-405481,n,-0.331355973,-0.405489708,-0.26615626,0.092508435,0.210815172,-0.094992703
YDL025C,RTK1,Exon/CD,chriv,406122,406472,-,909,Msn2-chr04-406297,n,-0.344913651,-0.011378477,-0.133823402,0.820510714,0.265563366,0.233735809
tA(AGC)D,,Exon/CD,chriv,410090,410696,+,14,Msn2-chr04-411030,y,0.633787201,1.312783795,1.25675361,0.993221604,0.885977329,0.604246734
YDL023C,,Exon/CD,chriv,411050,413064,-,24,Msn2-chr04-412057,n,0.191743534,1.391096864,1.670724763,1.10627922,0.851600333,0.657621087
YDL020C,RPN4,Exon/CD,chriv,415178,415688,-,1275,Msn2-chr04-415433,n,0.15187982,-0.020801129,0.055823258,0.54526685,0.37352803,1.120185372
YDL020C,RPN4,Upstream,chriv,416682,417256,-,-261,Msn2-chr04-416889,y,-0.541633603,1.299738015,1.946126896,1.664579817,0.585563455,-0.00293713
YDL019C,OSH2,Upstream,chriv,421226,422408,-,-303,Msn2-chr04-421817,n,-0.059835323,0.311576675,0.879832616,0.447658158,-0.007526011,-0.359495859
YDL014W,NOP1,Exon/CD,chriv,427274,427784,+,165,Msn2-chr04-427529,n,0.702441156,1.701576079,0.459289177,-0.300893691,0.335698196,0.234647769
tT(AGU)D,,Exon/CD,chriv,434058,434536,-,39,Msn2-chr04-434309,y,0.433457114,-0.072883151,0.692243833,0.823396744,0.422537408,0.455396399
tS(AGA)D1,,Exon/CD,chriv,437546,438024,+,13,Msn2-chr04-437845,y,0.419223879,0.072865924,0.836383227,0.826122708,0.55682168,0.588867296
YDL006W,PTC1,Exon/CD,chriv,440490,440872,+,772,Msn2-chr04-440681,n,0.130645934,0.056767377,-0.262052905,0.257980891,0.376852586,0.539033971
YDL004W,ATP16,Exon/CD,chriv,443210,443560,+,356,Msn2-chr04-443385,n,0.385638915,0.116263335,0.248877611,0.376929392,-0.038894457,0.848584131
YDL002C,NHP10,Upstream,chriv,447370,448072,-,-143,Msn2-chr04-447721,n,-0.086561074,-0.051711736,0.594146569,0.343052528,-0.054026802,0.323599493
YDR001C,NTH1,Exon/CD,chriv,450218,451080,-,1826,Msn2-chr04-450649,n,-0.082987998,0.157773227,0.163199411,0.03111354,0.598923663,0.486226759
YDR001C,NTH1,Exon/CD,chriv,452138,452520,-,146,Msn2-chr04-452345,y,-0.09138142,0.355027983,0.445097816,0.693321755,0.730940507,1.03852758
YDR001C,NTH1,Upstream,chriv,452394,452840,-,-142,Msn2-chr04-452617,n,-0.370553127,-0.003734116,0.894174503,0.787490245,0.41836099,0.559247527
YDR003W,RCR2,Downstream,chriv,454410,455112,+,639,Msn2-chr04-454761,n,-0.105648809,0.474935567,1.004014825,0.741903998,0.555081817,0.312099859
YDR005C,MAF1,Intron,chriv,457674,458440,-,46,Msn2-chr04-458057,n,-0.038143309,-0.045739751,0.594237725,0.397788635,0.002483086,-0.000637609
YDR006C,SOK1,Exon/CD,chriv,459018,459368,-,2054,Msn2-chr04-459193,n,0.077143508,0.262549161,-0.18208824,0.204693078,0.450762419,-0.137128838
YDR010C,,Upstream,chriv,464970,465800,-,-2,Msn2-chr04-465673,y,-0.111975203,2.042594683,2.688306393,2.109209801,1.069329824,0.528918954
YDR011W,SNQ2,Exon/CD,chriv,468458,468936,+,2778,Msn2-chr04-468697,n,0.035686472,0.391809896,0.003966986,0.08883687,0.561202634,0.008212992
YDR012W,RPL4B,Exon/CD,chriv,471722,472232,+,124,Msn2-chr04-471977,n,0.519864459,1.283578442,0.178597161,0.06245857,0.176423449,0.250751112
YDR012W,RPL4B,Exon/CD,chriv,472298,473000,+,796,Msn2-chr04-472585,n,0.679688964,1.340118128,0.345345198,-0.007605727,0.402642546,0.132782344
tV(UAC)D,,Upstream,chriv,488714,489160,-,-67,Msn2-chr04-488905,y,0.525305893,0.052114042,1.191853161,1.112308158,0.925414413,0.779999437
YDR025W,RPS11A,Exon/CD,chriv,491914,492456,+,670,Msn2-chr04-492185,n,0.475495231,0.556998092,0.183092322,0.057167519,0.087510677,0.084168532
YDR029W,,Exon/CD,chriv,501130,501480,+,205,Msn2-chr04-501305,n,-0.281522311,0.020507348,0.681390211,0.443215505,-0.239134164,-0.768887411
YDR032C,PST2,Exon/CD,chriv,504298,504776,-,158,Msn2-chr04-504673,y,-0.094615303,1.449399647,1.044826044,0.584937317,0.428187392,0.625051657
YDR033W,MRH1,Exon/CD,chriv,508234,509192,+,566,Msn2-chr04-508377,y,0.690049847,0.286335574,0.736523998,1.115415485,0.419796316,0.65675612
YDR034C,LYS14,Exon/CD,chriv,511018,511464,-,868,Msn2-chr04-511241,n,0.0297791,0.036486378,0.048971219,-0.205344745,0.244042334,0.840783808
YDR034C,LYS14,Upstream,chriv,511946,512520,-,-124,Msn2-chr04-512233,n,0.183019981,0.533613345,0.793190833,0.306158172,0.229099535,0.262926007
YDR034C-D,,Exon/CD,chriv,514058,514888,-,4883,Msn2-chr04-514537,n,0.830101993,-0.057091775,0.168523161,0.446088285,0.463198153,0.422581099
YDR034C-D,,Exon/CD,chriv,515082,515624,-,4003,Msn2-chr04-515353,n,0.325101402,-0.195058046,-0.01819162,0.232001688,0.190100592,0.04202382
YDR034C-D,,Exon/CD,chriv,517674,518024,-,1507,Msn2-chr04-517849,n,0.606206866,0.139475551,0.154976488,0.337755992,0.467988884,0.645342252
YDR034C-D,,Exon/CD,chriv,518186,518888,-,819,Msn2-chr04-518521,y,0.482667795,-0.021180158,0.560445551,0.715157824,0.382572082,0.350176731
tL(UAA)D,,Upstream,chriv,519370,519944,+,-86,Msn2-chr04-519542,y,0.56591537,0.607768159,1.038554639,1.08864481,0.714765748,0.659132521
tQ(UUG)D1,,Upstream,chriv,520682,521128,+,-67,Msn2-chr04-520933,y,0.379824036,0.112685256,1.114621953,1.018667253,0.678319784,0.408574805
YDR036C,EHD3,Exon/CD,chriv,524394,524776,-,128,Msn2-chr04-524601,n,0.579546004,0.747212208,0.751738141,0.436696042,-0.023881813,0.191593991
YDR037W,KRS1,Upstream,chriv,524906,525352,+,-311,Msn2-chr04-525129,y,-0.080685503,0.047840692,0.932657459,0.61736367,0.126643779,0.031252468
YDR040C,ENA1,Upstream,chriv,538698,539112,-,-438,Msn2-chr04-539193,y,-0.316785236,1.238617721,1.91120235,1.620443118,0.363302735,0.833403906
YDR042C,,Upstream,chriv,541098,541544,-,-118,Msn2-chr04-541321,n,0.095108398,-0.429514674,0.222381121,0.689896754,-0.080791983,-0.070978194
YDR043C,NRG1,Upstream,chriv,543466,544200,-,-464,Msn2-chr04-543806,y,-0.464941575,1.494631473,2.005710694,1.289654486,0.132410714,-0.603863378
YDR044W,HEM13,Upstream,chriv,545898,546568,+,-409,Msn2-chr04-546233,n,-0.060915748,0.631686791,0.956470694,0.493806253,-0.162883156,-0.541779747
YDR046C,BAP3,Upstream,chriv,550474,551464,-,-393,Msn2-chr04-550980,y,-0.158302042,1.206012375,1.967862842,1.081579394,0.027711361,-0.410612233
YDR050C,TPI1,Upstream,chriv,556490,556616,-,-81,Msn2-chr04-556419,y,-1.875829549,-0.509820791,0.209852448,1.116875386,-0.799853375,-1.139961319
YDR056C,,Exon/CD,chriv,565162,565640,-,239,Msn2-chr04-565401,n,0.453924814,-0.124391944,0.385914297,-0.087534374,0.095933485,0.523063249
tR(UCU)D,,Exon/CD,chriv,568618,569192,+,23,Msn2-chr04-568921,y,0.443321614,0.63996095,1.170933507,0.882541038,0.950580023,0.466992842
YDR059C,UBC5,Upstream,chriv,569962,570376,-,-399,Msn2-chr04-570169,n,0.268710168,-0.248435814,0.447272093,0.485009226,0.074222043,0.706497162
YDR061W,,Upstream,chriv,573642,574248,+,-219,Msn2-chr04-573945,y,-0.256338863,0.535228792,1.635508449,0.976844548,0.331748782,-0.164727187
YDR063W,AIM7,Downstream,chriv,578890,579336,+,450,Msn2-chr04-579113,n,-0.053601009,-0.407083694,0.512505711,0.323400682,0.195425237,0.254291398
YDR064W,RPS13,Exon/CD,chriv,579466,580744,+,647,Msn2-chr04-580105,n,0.586988667,0.079533812,0.170972046,0.034133926,-0.096835935,-0.017470998
YDR069C,DOA4,Exon/CD,chriv,587594,587784,-,30,Msn2-chr04-587813,y,0.120625284,-0.476869929,1.224427199,0.880625833,0.417522488,1.13952836
YDR071C,PAA1,Exon/CD,chriv,588906,589672,-,113,Msn2-chr04-589289,n,-0.225951021,-0.191303472,0.532442956,0.568995896,0.029068978,-0.190832809
YDR074W,TPS2,Exon/CD,chriv,593770,594024,+,4,Msn2-chr04-593849,y,0.277219768,0.955363336,1.808298545,1.03275193,0.716745805,1.380259365
YDR077W,SED1,Exon/CD,chriv,600842,601736,+,496,Msn2-chr04-601149,y,0.971904172,0.851542104,1.473168242,1.60641727,1.226072914,1.396526042
YDR079W,PET100,Exon/CD,chriv,603114,603560,+,273,Msn2-chr04-603337,n,-0.116602288,-0.052312913,0.449106509,0.332545623,-0.06601934,0.029212344
YDR085C,AFR1,Upstream,chriv,616138,616648,-,-243,Msn2-chr04-616393,n,-0.295554824,0.22667926,0.502089838,0.162609627,0.132394063,-0.677446593
YDR086C,SSS1,Exon/CD,chriv,616938,617320,-,41,Msn2-chr04-617129,n,0.395264299,-0.069443424,0.498176518,0.445411837,0.311872485,-0.170440602
tR(ACG)D,,Exon/CD,chriv,619850,620200,-,16,Msn2-chr04-620031,y,0.645806204,0.855228527,1.140303172,1.287336449,0.864464758,0.971682748
YDR089W,,Upstream,chriv,621610,621992,+,-311,Msn2-chr04-621793,y,0.01654378,0.411549609,0.479665708,0.63935256,0.428646641,-0.32303889
YDR092W,UBC13,Exon/CD,chriv,629962,630472,+,341,Msn2-chr04-630217,n,0.244360813,0.118671552,0.627691333,0.046788742,0.0116588,0.12694567
YDR093W,DNF2,Exon/CD,chriv,635530,636072,+,4519,Msn2-chr04-635801,n,0.181996181,1.70512758,0.426210269,0.343806508,0.248797313,0.562019682
YDR095C,,Exon/CD,chriv,636202,636776,-,38,Msn2-chr04-636513,y,-0.064479895,0.984246498,1.503561007,0.815701086,0.373681673,-0.09660182
YDR098C-B,,Exon/CD,chriv,646378,646952,-,4461,Msn2-chr04-646665,n,0.737826716,-0.110656893,0.057337869,0.363408407,0.340171402,0.355361136
YDR098C-B,,Exon/CD,chriv,648298,648872,-,2541,Msn2-chr04-648585,n,0.615317054,0.537785762,0.176053359,0.16949827,0.535285439,0.53505373
YDR098C-B,,Exon/CD,chriv,648586,649160,-,2253,Msn2-chr04-648873,n,0.649836404,0.579080478,0.184751406,0.245745023,0.489545094,0.572886764
YDR098C-B,,Exon/CD,chriv,649226,649928,-,1549,Msn2-chr04-649577,n,0.647330962,0.382200288,0.297642774,0.560796127,0.592194746,0.673724005
YDR098C-B,,Exon/CD,chriv,650282,651432,-,269,Msn2-chr04-650881,y,0.459581712,1.36861206,1.710950454,1.401944276,0.679632403,0.494683385
YDR098C-A,,Upstream,chriv,650986,651592,-,-163,Msn2-chr04-651289,n,0.331812937,0.329366077,0.750163855,0.976225865,0.375717747,0.370586848
YDR099W,BMH2,Exon/CD,chriv,653514,653864,+,82,Msn2-chr04-653689,n,0.141149132,0.3949518,0.367259664,0.493804607,0.584377785,1.039494671
YDR099W,BMH2,Exon/CD,chriv,653866,654280,+,466,Msn2-chr04-654105,y,0.261515446,0.081519018,0.468194236,0.631912656,0.496689284,0.425845102
YDR101C,ARX1,Exon/CD,chriv,656458,656968,-,754,Msn2-chr04-656713,n,0.062184823,0.128298957,-0.038675352,-0.459449793,-0.037291895,1.024920481
YDR105C,TMS1,Exon/CD,chriv,666442,666920,-,89,Msn2-chr04-666681,n,0.032066552,0.121085644,0.249514895,0.190133436,0.536229195,0.593242079
tI(AAU)D,,Upstream,chriv,667850,668552,-,-121,Msn2-chr04-668205,y,0.379143971,0.034884359,0.575285361,0.747685962,0.517139083,0.383908299
YDR113C,PDS1,Exon/CD,chriv,680490,680840,-,952,Msn2-chr04-680601,y,0.527228091,1.027055465,0.963571575,0.73302518,0.617995994,0.188965214
YDR115W,,Exon/CD,chriv,681930,682472,+,26,Msn2-chr04-682201,n,-0.370859616,0.026282317,0.124741938,0.02188587,0.435392231,-0.301177106
YDR123C,INO2,Upstream,chriv,699658,700072,-,-397,Msn2-chr04-699809,y,0.35145918,0.796774018,1.900680483,0.672371345,0.573584592,0.0493925
YDR126W,SWF1,Exon/CD,chriv,703882,704328,+,871,Msn2-chr04-704105,n,0.03763275,0.118219712,0.610168494,0.416431931,0.636790448,0.354600173
YDR127W,ARO1,Upstream,chriv,704138,704616,+,-107,Msn2-chr04-704321,y,0.124251101,-0.070514149,0.742310753,0.720238681,0.477445279,-0.028779706
YDR127W,ARO1,Exon/CD,chriv,704426,704776,+,117,Msn2-chr04-704625,n,0.584841218,-0.18689719,0.272814047,0.45419029,0.469372133,0.450915876
YDR127W,ARO1,Exon/CD,chriv,705802,706152,+,1493,Msn2-chr04-705977,n,0.203841855,0.264348613,0.164194358,0.052484448,0.568730478,0.362728484
YDR127W,ARO1,Exon/CD,chriv,707530,707944,+,3253,Msn2-chr04-707737,n,0.165304357,0.132656521,0.112965412,-0.461774012,0.449342572,0.428875144
YDR129C,SAC6,Exon/CD,chriv,713258,713704,-,1898,Msn2-chr04-713481,n,0.244865067,0.305498838,-0.029750757,0.721453882,0.36191212,1.229234521
YDR129C,SAC6,Exon/CD,chriv,713802,714216,-,1370,Msn2-chr04-714009,n,0.241947077,0.534346769,0.298509836,0.417912267,0.533404288,0.672243083
YDR129C,SAC6,Exon/CD,chriv,714730,715304,-,362,Msn2-chr04-715145,y,0.264890658,0.862526849,1.113133446,0.73567949,0.431448614,0.337576495
YDR132C,,Exon/CD,chriv,718602,719112,-,1446,Msn2-chr04-718857,n,-0.297465185,-0.461540278,-0.040825346,0.643687335,0.144193448,-0.019180793
YDR132C,,Exon/CD,chriv,719466,719976,-,582,Msn2-chr04-719721,n,-0.264369761,-0.379351684,0.088628793,0.619909128,0.461103162,-0.27396971
YDR132C,,Upstream,chriv,720106,720872,-,-186,Msn2-chr04-720489,n,-0.280248873,0.080499797,1.455092163,1.566146289,0.495989965,0.420078956
YDR134C,,Exon/CD,chriv,721322,721576,-,32,Msn2-chr04-721572,y,0.232172989,0.343967232,1.252449221,1.124313196,1.22615819,0.954971982
YDR135C,YCF1,Exon/CD,chriv,727210,727816,-,38,Msn2-chr04-727566,y,-0.153543666,0.347571389,0.827402101,0.953498399,0.572844932,0.895007302
YDR148C,KGD2,Exon/CD,chriv,754410,754760,-,481,Msn2-chr04-754585,n,0.16347654,1.551516156,0.418221268,0.05914032,0.574758323,-0.311697324
YDR150W,NUM1,Exon/CD,chriv,758058,758504,+,2653,Msn2-chr04-758513,n,0.637445559,1.357253473,0.385272981,0.383581338,0.473702625,0.574470048
YDR150W,NUM1,Exon/CD,chriv,758730,759400,+,3437,Msn2-chr04-759065,n,0.63982145,1.360870182,0.304760808,0.263279964,0.491316678,0.435534295
YDR151C,CTH1,Exon/CD,chriv,764010,764392,-,954,Msn2-chr04-764537,n,0.346614034,-0.02345429,0.314609994,0.707125962,0.482758742,0.463193348
YDR151C,CTH1,Upstream,chriv,765034,765672,-,-198,Msn2-chr04-765241,y,-0.058038068,1.024419258,2.026315756,1.561028274,0.782128376,0.687836028
YDR154C,,Exon/CD,chriv,768426,769032,-,24,Msn2-chr04-768844,y,0.765665183,1.594512311,2.171903897,1.809061735,1.538880652,1.552404319
YDR157W,,Exon/CD,chriv,769802,770376,+,158,Msn2-chr04-770089,n,-0.179239713,1.086693363,0.880999269,0.669352347,0.328695257,-0.379851625
YDR159W,SAC3,Upstream,chriv,771626,772008,+,-60,Msn2-chr04-771817,n,-0.623035745,-0.180856132,0.550480557,0.078802117,0.17386991,-0.354401142
YDR160W,SSY1,Exon/CD,chriv,778410,778824,+,2454,Msn2-chr04-778617,n,0.074530724,-0.482576166,0.328335843,0.365123807,0.254435618,0.129839677
YDR169C,STB3,Exon/CD,chriv,792298,792712,-,1384,Msn2-chr04-792505,n,0.559203195,0.255444876,0.157951836,0.128590055,0.065201044,0.748457652
YDR169C,STB3,Upstream,chriv,793898,794280,-,-200,Msn2-chr04-794089,n,-0.328720111,-0.030559742,0.530372984,0.273337068,0.137118993,0.120370868
tQ(UUG)D3,,Upstream,chriv,802602,803240,-,-119,Msn2-chr04-803073,y,0.505069959,0.094004033,0.965461422,0.97757794,0.533309015,0.339378563
YDR170W-A,,Upstream,chriv,803018,803176,+,-98,Msn2-chr04-803257,y,0.013109168,-0.572219035,0.222145302,0.488075229,0.086988151,0.033419778
