Gene,Promoter,Chr,Start,Stop,Flo8_Exp,Flo8_Obs,Flo8_pVal,Mss11_Exp,Mss11_Obs,Mss11_pVal,Mfg1_Exp,Mfg1_Obs,Mfg1_pVal,Sok2_Exp,Sok2_Obs,Sok2_pVal,Ste12_Exp,Ste12_Obs,Ste12_pVal,Tec1_Exp,Tec1_Obs,Tec1_pVal,Mit1_Exp,Mit1_Obs,Mit1_pVal,Nrg1_Exp,Nrg1_Obs,Nrg1_pVal,Sfl1_Exp,Sfl1_Obs,Sfl1_pVal,Phd1_Exp,Phd1_Obs,Phd1_pVal,Mga1_Exp,Mga1_Obs,Mga1_pVal,Rim101_Exp,Rim101_Obs,Rim101_pVal,Rlm1_Exp,Rlm1_Obs,Rlm1_pVal,Rtg1_Exp,Rtg1_Obs,Rtg1_pVal,Skn7_Exp,Skn7_Obs,Skn7_pVal,Smp1_Exp,Smp1_Obs,Smp1_pVal,Fkh1_Exp,Fkh1_Obs,Fkh1_pVal,Dig1_Exp,Dig1_Obs,Dig1_pVal,Gln3_Exp,Gln3_Obs,Gln3_pVal,Hms1_Exp,Hms1_Obs,Hms1_pVal,Msn1_Exp,Msn1_Obs,Msn1_pVal,Hot1_Exp,Hot1_Obs,Hot1_pVal,Hms2_Exp,Hms2_Obs,Hms2_pVal,Yap6_Exp,Yap6_Obs,Yap6_pVal,Msn2_Exp,Msn2_Obs,Msn2_pVal,Msn4_Exp,Msn4_Obs,Msn4_pVal,Gcn4_Exp,Gcn4_Obs,Gcn4_pVal,Rgm1_Exp,Rgm1_Obs,Rgm1_pVal
YML067C,ERV41,13,144989,143838,2.0839,0,1.00E+00,1.7763,1,8.31E-01,3.3878,0,1.00E+00,1.8768,0,1.00E+00,2.1094,1,8.79E-01,2.1144,1,8.79E-01,1.836,0,1.00E+00,1.7306,1,8.23E-01,1.5977,0,1.00E+00,3.4401,2,8.58E-01,2.5979,2,7.32E-01,1.4209,1,7.59E-01,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,1,7.50E-01,1.1762,1,6.92E-01,2.2029,2,6.46E-01,2.5113,0,1.00E+00,1.6266,0,1.00E+00,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,2,5.93E-01,1.6916,0,1.00E+00,1.5557,0,1.00E+00,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YML066C,SMA2,13,146308,145199,3.1677,1,9.58E-01,2.5526,0,1.00E+00,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,1,9.60E-01,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,0,1.00E+00,5.8801,0,1.00E+00,4.1957,2,9.22E-01,1.8418,2,5.49E-01,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,4,4.43E-01,4.0227,0,1.00E+00,2.2532,2,6.58E-01,1.7497,0,1.00E+00,1.835,0,1.00E+00,1.9084,0,1.00E+00,2.9919,0,1.00E+00,2.3832,0,1.00E+00,2.1115,0,1.00E+00,2.6829,0,1.00E+00,1.4523,1,7.66E-01,2.0137,0,1.00E+00
YML065W,ORC1,13,146984,149728,3.1677,1,9.58E-01,2.5526,0,1.00E+00,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,1,9.60E-01,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,0,1.00E+00,5.8801,0,1.00E+00,4.1957,2,9.22E-01,1.8418,2,5.49E-01,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,1,8.30E-01,1.3524,0,1.00E+00,3.4058,4,4.43E-01,4.0227,0,1.00E+00,2.2532,2,6.58E-01,1.7497,0,1.00E+00,1.835,0,1.00E+00,1.9084,0,1.00E+00,2.9919,2,8.00E-01,2.3832,0,1.00E+00,2.1115,0,1.00E+00,2.6829,0,1.00E+00,1.4523,1,7.66E-01,2.0137,0,1.00E+00
YML064C,TEM1,13,150650,149913,4.2516,1,9.86E-01,3.3289,1,9.64E-01,8.1633,0,1.00E+00,3.6304,1,9.73E-01,4.3283,0,1.00E+00,4.3431,0,1.00E+00,3.508,0,1.00E+00,3.1917,3,6.18E-01,2.7932,0,1.00E+00,8.3202,6,8.36E-01,5.7936,1,9.97E-01,2.2627,1,8.96E-01,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,1,8.84E-01,1.5285,0,1.00E+00,4.6087,8,9.58E-02,5.534,1,9.96E-01,2.8799,1,9.44E-01,2.1246,3,3.57E-01,2.2525,1,8.95E-01,2.3626,0,1.00E+00,3.9878,4,5.64E-01,3.0748,1,9.54E-01,2.6672,0,1.00E+00,3.5243,3,6.84E-01,1.6784,1,8.13E-01,2.5205,1,9.20E-01
YML063W,RPS1B,13,151256,152023,4.2516,1,9.86E-01,3.3289,1,9.64E-01,8.1633,0,1.00E+00,3.6304,1,9.73E-01,4.3283,0,1.00E+00,4.3431,0,1.00E+00,3.508,0,1.00E+00,3.1917,3,6.18E-01,2.7932,0,1.00E+00,8.3202,6,8.36E-01,5.7936,1,9.97E-01,2.2627,1,8.96E-01,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,1,8.84E-01,1.5285,0,1.00E+00,4.6087,8,9.58E-02,5.534,1,9.96E-01,2.8799,1,9.44E-01,2.1246,3,3.57E-01,2.2525,1,8.95E-01,2.3626,0,1.00E+00,3.9878,4,5.64E-01,3.0748,0,1.00E+00,2.6672,0,1.00E+00,3.5243,3,6.84E-01,1.6784,1,8.13E-01,2.5205,1,9.20E-01
YML062C,MFT1,13,153457,152279,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,1,9.90E-01,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,1,9.31E-01,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,1,8.50E-01,4.6601,2,9.46E-01,3.3968,0,1.00E+00,1.6313,0,1.00E+00,1.6098,1,8.00E-01,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,1,7.18E-01,2.8043,0,1.00E+00,3.267,1,9.62E-01,1.9399,1,8.56E-01,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,0,1.00E+00,1.8336,0,1.00E+00,2.2622,2,6.60E-01,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YML061C,PIF1,13,156306,153727,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,4,1.90E-02,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00
YML060W,OGG1,13,156645,157775,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,4,1.90E-02,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00
YML059C,NTE1,13,163032,157993,7.5032,3,9.80E-01,5.6578,2,9.77E-01,15.3266,3,1.00E+00,6.2608,2,9.86E-01,7.6566,3,9.82E-01,7.6861,1,1.00E+00,6.0159,1,9.98E-01,5.3834,8,1.76E-01,4.5863,0,1.00E+00,15.6404,6,9.98E-01,10.5872,13,2.67E-01,3.5254,1,9.71E-01,3.4392,1,9.68E-01,1.9976,2,5.93E-01,3.3125,0,1.00E+00,2.0571,2,6.09E-01,8.2173,4,9.63E-01,10.068,0,1.00E+00,4.7597,6,3.42E-01,3.2492,4,4.08E-01,3.505,2,8.65E-01,3.7252,4,5.11E-01,6.9756,6,6.96E-01,5.1495,2,9.64E-01,4.3344,4,6.29E-01,6.0486,4,8.53E-01,2.3568,1,9.05E-01,4.0411,2,9.11E-01
YML058W-A,HUG1,13,163532,163738,3.7097,1,9.76E-01,2.9408,2,7.92E-01,6.9694,1,9.99E-01,3.192,1,9.59E-01,3.7736,4,5.21E-01,3.7859,1,9.77E-01,3.09,0,1.00E+00,2.8264,2,7.73E-01,2.4943,0,1.00E+00,7.1002,2,9.93E-01,4.9947,7,2.37E-01,2.0522,1,8.72E-01,2.0163,0,1.00E+00,1.4157,2,4.14E-01,1.9636,0,1.00E+00,1.4404,0,1.00E+00,4.0072,1,9.82E-01,4.7783,0,1.00E+00,2.5666,4,2.57E-01,1.9372,2,5.77E-01,2.0437,0,1.00E+00,2.1355,1,8.82E-01,3.4898,1,9.69E-01,2.729,1,9.35E-01,2.3894,2,6.89E-01,3.1036,2,8.16E-01,1.5653,1,7.91E-01,2.2671,1,8.96E-01
YML058W,SML1,13,164154,164468,7.5032,3,9.80E-01,5.6578,1,9.97E-01,15.3266,3,1.00E+00,6.2608,2,9.86E-01,7.6566,3,9.82E-01,7.6861,1,1.00E+00,6.0159,1,9.98E-01,5.3834,8,1.76E-01,4.5863,0,1.00E+00,15.6404,5,9.99E-01,10.5872,13,2.67E-01,3.5254,1,9.71E-01,3.4392,1,9.68E-01,1.9976,2,5.93E-01,3.3125,0,1.00E+00,2.0571,2,6.09E-01,8.2173,4,9.63E-01,10.068,0,1.00E+00,4.7597,6,3.42E-01,3.2492,4,4.08E-01,3.505,2,8.65E-01,3.7252,4,5.11E-01,6.9756,4,9.17E-01,5.1495,2,9.64E-01,4.3344,4,6.29E-01,6.0486,4,8.53E-01,2.3568,1,9.05E-01,4.0411,2,9.11E-01
YML057C-A,YML057C-A,13,165189,164800,2.0839,0,1.00E+00,1.7763,0,1.00E+00,3.3878,0,1.00E+00,1.8768,1,8.47E-01,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,0,1.00E+00,3.4401,4,4.50E-01,2.5979,6,4.89E-02,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,1,8.90E-01,2.5113,1,9.19E-01,1.6266,0,1.00E+00,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,0,1.00E+00,1.6916,0,1.00E+00,1.5557,1,7.89E-01,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YML057W,CMP2,13,164957,166771,12.9226,4,9.99E-01,9.5393,2,9.99E-01,27.2655,2,1.00E+00,10.6447,2,1.00E+00,13.2037,1,1.00E+00,13.2579,3,1.00E+00,10.1958,2,1.00E+00,9.0363,8,6.80E-01,7.5749,2,9.96E-01,27.8407,13,9.99E-01,18.5765,12,9.58E-01,5.6298,3,9.19E-01,5.4718,1,9.96E-01,2.829,0,1.00E+00,5.2397,1,9.95E-01,2.938,1,9.47E-01,14.2317,6,9.95E-01,17.6246,9,9.91E-01,7.8929,5,8.94E-01,5.1236,6,4.06E-01,5.5924,10,5.87E-02,5.9962,10,8.37E-02,11.9552,6,9.79E-01,8.6074,2,9.98E-01,7.1132,7,5.67E-01,10.2558,4,9.91E-01,3.4874,2,8.63E-01,6.5753,3,9.59E-01
YML056C,IMD4,13,168953,166971,4.2516,1,9.86E-01,3.3289,2,8.45E-01,8.1633,1,1.00E+00,3.6304,0,1.00E+00,4.3283,0,1.00E+00,4.3431,1,9.87E-01,3.508,0,1.00E+00,3.1917,2,8.28E-01,2.7932,0,1.00E+00,8.3202,3,9.89E-01,5.7936,8,2.28E-01,2.2627,0,1.00E+00,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,1,7.83E-01,4.6087,1,9.90E-01,5.534,3,9.14E-01,2.8799,2,7.82E-01,2.1246,0,1.00E+00,2.2525,0,1.00E+00,2.3626,2,6.83E-01,3.9878,2,9.08E-01,3.0748,3,5.93E-01,2.6672,0,1.00E+00,3.5243,4,4.69E-01,1.6784,1,8.13E-01,2.5205,0,1.00E+00
YML055W,SPC2,13,169567,170103,4.2516,0,1.00E+00,3.3289,2,8.45E-01,8.1633,1,1.00E+00,3.6304,0,1.00E+00,4.3283,0,1.00E+00,4.3431,1,9.87E-01,3.508,0,1.00E+00,3.1917,1,9.59E-01,2.7932,0,1.00E+00,8.3202,5,9.17E-01,5.7936,8,2.28E-01,2.2627,0,1.00E+00,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,1,7.83E-01,4.6087,0,1.00E+00,5.534,2,9.74E-01,2.8799,1,9.44E-01,2.1246,0,1.00E+00,2.2525,0,1.00E+00,2.3626,2,6.83E-01,3.9878,1,9.81E-01,3.0748,2,8.12E-01,2.6672,0,1.00E+00,3.5243,3,6.84E-01,1.6784,1,8.13E-01,2.5205,0,1.00E+00
YML054C,CYB2,13,172085,170310,7.5032,6,7.59E-01,5.6578,0,1.00E+00,15.3266,3,1.00E+00,6.2608,0,1.00E+00,7.6566,2,9.96E-01,7.6861,0,1.00E+00,6.0159,0,1.00E+00,5.3834,7,2.96E-01,4.5863,2,9.43E-01,15.6404,8,9.88E-01,10.5872,12,3.72E-01,3.5254,2,8.67E-01,3.4392,1,9.68E-01,1.9976,1,8.64E-01,3.3125,1,9.64E-01,2.0571,2,6.09E-01,8.2173,4,9.63E-01,10.068,1,1.00E+00,4.7597,2,9.51E-01,3.2492,1,9.61E-01,3.505,4,4.64E-01,3.7252,6,1.74E-01,6.9756,4,9.17E-01,5.1495,5,5.85E-01,4.3344,2,9.30E-01,6.0486,3,9.40E-01,2.3568,0,1.00E+00,4.0411,1,9.82E-01
YML054C-A,YML054C-A,13,172558,172400,5.8774,6,5.34E-01,4.4934,1,9.89E-01,11.745,2,1.00E+00,4.9456,0,1.00E+00,5.9924,0,1.00E+00,6.0146,0,1.00E+00,4.7619,0,1.00E+00,4.2876,2,9.27E-01,3.6897,1,9.75E-01,11.9803,2,1.00E+00,8.1904,3,9.88E-01,2.894,2,7.84E-01,2.8294,1,9.41E-01,1.7482,0,1.00E+00,2.7344,0,1.00E+00,1.7928,2,5.35E-01,6.413,10,1.15E-01,7.801,0,1.00E+00,3.8198,2,8.94E-01,2.6869,0,1.00E+00,2.8787,3,5.49E-01,3.0439,3,5.87E-01,5.4817,1,9.96E-01,4.1121,4,5.88E-01,3.5008,3,6.79E-01,4.7865,3,8.56E-01,2.0176,0,1.00E+00,3.2808,3,6.37E-01
YML053C,YML053C,13,174533,173895,8.5871,2,9.98E-01,6.4341,3,9.55E-01,17.7144,4,1.00E+00,7.1375,0,1.00E+00,8.766,1,1.00E+00,8.8005,3,9.93E-01,6.8519,0,1.00E+00,6.114,0,1.00E+00,5.184,3,8.90E-01,18.0805,17,6.32E-01,12.1851,9,8.57E-01,3.9463,2,9.04E-01,3.8457,2,8.96E-01,2.1639,3,3.68E-01,3.698,1,9.75E-01,2.2333,0,1.00E+00,9.4202,3,9.96E-01,11.5793,3,9.99E-01,5.3864,5,6.25E-01,3.6241,2,8.77E-01,3.9225,1,9.80E-01,4.1794,3,7.87E-01,7.9715,5,8.99E-01,5.8411,5,6.93E-01,4.8902,1,9.92E-01,6.8901,2,9.92E-01,2.5829,0,1.00E+00,4.5479,2,9.41E-01
YML052W,SUR7,13,175181,176089,8.5871,1,1.00E+00,6.4341,4,8.84E-01,17.7144,4,1.00E+00,7.1375,0,1.00E+00,8.766,1,1.00E+00,8.8005,3,9.93E-01,6.8519,0,1.00E+00,6.114,0,1.00E+00,5.184,2,9.65E-01,18.0805,20,3.56E-01,12.1851,8,9.18E-01,3.9463,2,9.04E-01,3.8457,2,8.96E-01,2.1639,3,3.68E-01,3.698,1,9.75E-01,2.2333,0,1.00E+00,9.4202,1,1.00E+00,11.5793,5,9.90E-01,5.3864,6,4.52E-01,3.6241,3,7.02E-01,3.9225,2,9.03E-01,4.1794,3,7.87E-01,7.9715,4,9.57E-01,5.8411,5,6.93E-01,4.8902,1,9.92E-01,6.8901,2,9.92E-01,2.5829,1,9.24E-01,4.5479,3,8.32E-01
YML051W,GAL80,13,176373,177680,8.0451,5,9.03E-01,6.046,6,5.62E-01,16.5205,8,9.93E-01,6.6991,4,9.01E-01,8.2113,9,4.37E-01,8.2433,10,3.14E-01,6.4339,3,9.55E-01,5.7487,3,9.26E-01,4.8852,4,7.18E-01,16.8604,15,7.08E-01,11.3861,11,5.85E-01,3.7358,3,7.21E-01,3.6425,7,7.68E-02,2.0808,0,1.00E+00,3.5053,4,4.65E-01,2.1452,0,1.00E+00,8.8187,10,3.89E-01,10.8236,2,1.00E+00,5.0731,3,8.81E-01,3.4367,2,8.57E-01,3.7137,1,9.76E-01,3.9523,4,5.57E-01,7.4735,5,8.66E-01,5.4953,8,1.90E-01,4.6123,0,1.00E+00,6.4694,9,2.05E-01,2.4699,0,1.00E+00,4.2945,10,1.28E-02
YML050W,YML050W,13,177918,178853,1,2,2.64E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,4,1.90E-02,1,5,3.66E-03,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,2,2.64E-01,1,0,1.00E+00,1,2,2.64E-01,1,1,6.32E-01,1,1,6.32E-01
YML049C,RSE1,13,183093,178999,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,5,3.66E-03,1,5,3.66E-03,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YML048W,GSF2,13,183215,184426,1,2,2.64E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,5,3.66E-03,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YML047W-A,YML047W-A,13,184685,185050,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YML047C,PRM6,13,185867,184809,2.0839,0,1.00E+00,1.7763,0,1.00E+00,3.3878,0,1.00E+00,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,0,1.00E+00,3.4401,1,9.68E-01,2.5979,2,7.32E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,1,8.90E-01,2.5113,3,4.59E-01,1.6266,0,1.00E+00,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,2,5.93E-01,1.6916,0,1.00E+00,1.5557,1,7.89E-01,1.8414,1,8.41E-01,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YML046W,PRP39,13,186266,188155,2.0839,0,1.00E+00,1.7763,0,1.00E+00,3.3878,0,1.00E+00,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,0,1.00E+00,3.4401,1,9.68E-01,2.5979,2,7.32E-01,1.4209,0,1.00E+00,1.4065,1,7.55E-01,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,1,8.90E-01,2.5113,3,4.59E-01,1.6266,0,1.00E+00,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,1,8.64E-01,1.6916,0,1.00E+00,1.5557,1,7.89E-01,1.8414,4,1.15E-01,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YML045W,YML045W,13,189253,194521,1.5419,1,7.86E-01,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,1,7.63E-01,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,1,7.45E-01,1.2989,0,1.00E+00,2.22,2,6.50E-01,1.7989,5,3.63E-02,1.2104,1,7.02E-01,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,5,2.38E-02,1.7557,0,1.00E+00,1.3133,2,3.78E-01,1.1874,2,3.33E-01,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,4,6.54E-02,1.3458,1,7.40E-01,1.2779,1,7.21E-01,1.4207,3,1.72E-01,1.1131,0,1.00E+00,1.2534,1,7.14E-01
YML043C,RRN11,13,196559,195036,5.3355,0,1.00E+00,4.1052,1,9.84E-01,10.5511,0,1.00E+00,4.5072,1,9.89E-01,5.4377,1,9.96E-01,5.4574,0,1.00E+00,4.3439,1,9.87E-01,3.9223,1,9.80E-01,3.3909,1,9.66E-01,10.7603,11,5.11E-01,7.3915,6,7.46E-01,2.6836,1,9.32E-01,2.6261,0,1.00E+00,1.6651,0,1.00E+00,2.5417,0,1.00E+00,1.7047,0,1.00E+00,5.8115,2,9.80E-01,7.0453,1,9.99E-01,3.5065,0,1.00E+00,2.4995,1,9.18E-01,2.67,0,1.00E+00,2.8168,2,7.72E-01,4.9837,2,9.59E-01,3.7663,4,5.20E-01,3.223,1,9.60E-01,4.3658,3,8.11E-01,1.9045,1,8.51E-01,3.0274,1,9.52E-01
YML042W,CAT2,13,197580,199592,5.3355,0,1.00E+00,4.1052,1,9.84E-01,10.5511,0,1.00E+00,4.5072,1,9.89E-01,5.4377,1,9.96E-01,5.4574,0,1.00E+00,4.3439,1,9.87E-01,3.9223,1,9.80E-01,3.3909,2,8.52E-01,10.7603,11,5.11E-01,7.3915,6,7.46E-01,2.6836,1,9.32E-01,2.6261,0,1.00E+00,1.6651,0,1.00E+00,2.5417,0,1.00E+00,1.7047,0,1.00E+00,5.8115,2,9.80E-01,7.0453,1,9.99E-01,3.5065,0,1.00E+00,2.4995,1,9.18E-01,2.67,0,1.00E+00,2.8168,2,7.72E-01,4.9837,3,8.74E-01,3.7663,4,5.20E-01,3.223,1,9.60E-01,4.3658,3,8.11E-01,1.9045,1,8.51E-01,3.0274,1,9.52E-01
YML041C,VPS71,13,200547,199705,4.2516,0,1.00E+00,3.3289,2,8.45E-01,8.1633,1,1.00E+00,3.6304,0,1.00E+00,4.3283,0,1.00E+00,4.3431,2,9.31E-01,3.508,0,1.00E+00,3.1917,0,1.00E+00,2.7932,0,1.00E+00,8.3202,8,5.91E-01,5.7936,7,3.61E-01,2.2627,0,1.00E+00,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,0,1.00E+00,4.6087,2,9.44E-01,5.534,5,6.48E-01,2.8799,2,7.82E-01,2.1246,2,6.27E-01,2.2525,0,1.00E+00,2.3626,3,4.20E-01,3.9878,5,3.69E-01,3.0748,0,1.00E+00,2.6672,2,7.45E-01,3.5243,6,1.46E-01,1.6784,1,8.13E-01,2.5205,0,1.00E+00
YML038C,YMD8,13,203308,201980,2.0839,1,8.76E-01,1.7763,2,5.30E-01,3.3878,0,1.00E+00,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,1,8.23E-01,1.5977,1,7.98E-01,3.4401,5,2.63E-01,2.5979,2,7.32E-01,1.4209,2,4.15E-01,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,1,7.50E-01,1.1762,1,6.92E-01,2.2029,1,8.90E-01,2.5113,1,9.19E-01,1.6266,0,1.00E+00,1.3749,0,1.00E+00,1.4175,1,7.58E-01,1.4542,0,1.00E+00,1.9959,0,1.00E+00,1.6916,0,1.00E+00,1.5557,0,1.00E+00,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,1,7.78E-01
YML037C,YML037C,13,204613,203591,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,1,9.31E-01,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,0,1.00E+00,3.3968,1,9.67E-01,1.6313,1,8.04E-01,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,0,1.00E+00,3.267,0,1.00E+00,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,0,1.00E+00,1.8336,1,8.40E-01,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,1,8.28E-01
YML036W,CGI121,13,204847,205499,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,1,9.31E-01,2.254,0,1.00E+00,2.0959,1,8.77E-01,1.8966,0,1.00E+00,4.6601,2,9.46E-01,3.3968,0,1.00E+00,1.6313,0,1.00E+00,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,0,1.00E+00,3.267,1,9.62E-01,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,0,1.00E+00,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,0,1.00E+00,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,2,5.25E-01
