ORF,name,chr,start,end,exp_0min,exp_7min,exp_15min,exp_22min,exp_30min,exp_45min,exp_60min
YOR114W,,15,536819,537569,0,0.278487,0.308016,-0.315108,-0.474319,0.457381,0.556693
YOR132W,VPS17,15,572838,573174,0,0.41893,1.100509,0.819616,0.795479,0.468067,0.007946
YOR138C,RUP1,15,586325,586981,0,0.068129,-0.027763,-0.041091,-0.0307,-0.465478,-0.913749
YOR154W,SLP1,15,624375,624728,0,-0.459076,-0.415495,-0.506148,-0.487936,-0.141191,-0.285226
YOR160W,MTR10,15,633566,633838,0,0.251045,0.625911,0.529572,0.520745,0.297496,-0.101789
YPL065W,VPS28,16,427669,427923,0,0.214933,0.674618,0.135521,0.280034,0.196951,-0.142911
YPL071C,,16,420516,420945,0,-0.217382,-0.161156,-0.307152,-0.364155,-0.275592,-0.405001
YPL089C,RLM1,16,381148,381962,0,-0.792123,-0.347439,-0.303776,0.100888,-0.028447,-0.573594
YPL095C,EEB1,16,369439,369836,0,-1.234226,-0.317386,-1.680035,-1.323983,-0.829582,-1.185039
YPL113C,,16,337143,337435,0,0.756239,1.344876,1.208846,0.889263,1.041239,0.856273
YPL119C,DBP1,16,326264,326627,0,1.018729,1.699889,1.347831,1.026674,1.190327,0.501301
YPL137C,GIP3,16,296647,297552,0,0.653395,0.633804,0.568698,0.536656,0.194474,-0.369209
YPL143W,RPL33A,16,281121,282120,0,0.171349,-0.633316,-1.220914,-0.640653,0.26186,0.232606
YPR158C-C,,16,856254,857253,0,0.255277,0.216321,0.066949,0.552313,0.395486,0.16581
YPR160W,GPH1,16,860411,861301,0,1.030992,3.037225,2.106685,2.22031,2.089422,1.27789
YPR178W,PRP4,16,892074,892327,0,-0.044585,0.228106,0.089822,0.135329,-0.005091,-0.393065
YPR184W,GDB1,16,901554,902039,0,2.503341,3.81064,3.641337,3.543334,2.516789,1.576198
YPR202W,,16,942028,943027,0,0.195494,-0.008186,-0.048214,-0.039362,0.203334,0.223033
YBL059W,,2,110541,110595,0,-0.858046,-0.41625,-0.373252,-0.152513,0.41158,-0.196534
YBL089W,AVT5,2,49355,49570,0,-0.167307,0.135827,0.041984,0.062742,0.027592,-0.11875
YBL104C,,2,21294,22075,0,-0.158603,0.00469,0.043207,0.284391,0.31213,0.234856
YBR013C,,2,265880,266725,0,0.077126,0.504751,0.784446,1.005735,0.6135,0.212393
YBR019C,GAL10,2,278353,279021,0,0.378257,0.961079,1.138823,1.188577,1.151613,0.450041
YCL029C,BIK1,3,69922,70150,0,-0.869848,-0.655581,-0.968398,-0.653216,-0.40751,-0.717577
YCL047C,,3,44438,44623,0,0.842228,1.341141,0.932811,0.689801,0.375875,0.192813
YCL054W,SPB1,3,30449,31448,0,-3.03445,-3.813012,-3.701493,-2.575359,-1.142942,-0.810987
YCR007C,,3,126728,127727,0,0.060245,0.339849,-0.030996,0.416683,0.115927,0.0012
YCR027C,RHB1,3,167995,168994,0,-0.32422,-0.303738,-0.332337,-0.162433,-0.182593,-0.310686
YDL227C,HO,4,48033,49032,0,-2.296838,-2.930461,-3.380842,-3.595902,-1.253979,-0.553351
YDL233W,,4,36478,36797,0,0.259604,0.515788,0.190154,-0.206223,-0.922959,-0.737444
YDR003W,RCR2,4,453647,454118,0,1.151272,0.697884,0.507414,-0.360459,-1.180058,-1.197854
YDR009W,GAL3,4,462513,463430,0,0.043682,-0.075359,-0.043597,-0.983696,-1.800886,-1.396278
YDR027C,VPS54,4,497315,497831,0,0.84944,0.64729,0.515699,-0.220577,-0.793419,-0.779091
YDR033W,MRH1,4,507143,508142,0,-0.272579,-0.929475,-1.206031,-0.740774,-0.39842,-0.200321
YDR047W,HEM12,4,550857,551856,0,0.511612,0.541603,0.43355,0.564767,0.321859,0.007042
YDR350C,ATP22,4,1178166,1178657,0,0.655017,0.755786,0.799453,0.787544,0.503966,0.190003
YDR365W-B,,4,1206373,1206986,0,0.295504,0.180156,0.124132,0.490128,0.601822,0.352599
YDR371W,CTS2,4,1219100,1219402,0,0.249316,0.71246,0.601095,0.848047,0.604347,0.241103
YDR389W,SAC7,4,1251624,1252526,0,0.200866,-0.079598,-0.225309,0.065242,0.058521,0.143217
YDR395W,SXM1,4,1262957,1263313,0,-0.908402,-1.357188,-1.281823,-0.778378,-0.2863,-0.405777
YDR419W,RAD30,4,1302164,1303163,0,0.39206,0.379978,0.574029,0.868773,0.520608,0.02941
YER088C,DOT6,5,335185,335942,0,-0.172992,0.103115,0.07908,0.297661,0.055795,-0.147656
YER093C,TSC11,5,347609,347908,0,-0.21941,0.128607,0.175968,0.46457,0.34384,0.111104
YER111C,SWI4,5,385873,386872,0,-0.519083,-0.187772,0.202514,1.224415,0.568001,0.523918
YER117W,RPL23B,5,396168,396764,0,-0.050415,-1.142945,-1.739145,-0.897766,0.15856,0.229021
YER134C,,5,437800,438799,0,-0.047449,0.352533,0.146437,0.376517,0.03593,-0.0877
YER138W-A,,5,449020,449469,0,0.528664,0.304337,0.219732,0.531106,0.55637,0.318532
YER156C,,5,484337,484783,0,-1.027267,-1.392444,-1.60773,-1.209506,-0.703172,-0.609789
YER161C,SPT2,5,500344,500625,0,0.210753,0.270255,0.092956,0.413252,0.120968,-0.09545
YGL142C,GPI10,7,238125,238358,0,-0.06608,0.348866,0.550484,0.481312,0.278618,-0.132582
YGL148W,ARO2,7,225578,226403,0,-0.896261,-1.769184,-1.618556,-1.978228,-0.903635,-0.324778
YGL166W,CUP2,7,190474,191134,0,0.941133,1.046802,0.437222,0.193084,-0.003827,-0.179665
YGL172W,NUP49,7,180119,180705,0,-0.025151,0.363895,0.300919,0.34773,-0.09734,-0.45593
YGL190C,CDC55,7,147396,148235,0,0.664186,0.942278,0.792292,0.74596,0.301535,0.027696
YGL196W,,7,129166,129887,0,0.149008,0.576572,0.708103,0.484507,-0.095092,-0.385267
YGL220W,,7,82291,82372,0,-0.024373,-0.08232,-0.216329,0.019478,-0.078383,-0.155324
YGR251W,,7,994644,995643,0,-0.426561,-1.347369,-1.333232,-1.420591,-0.800696,-0.701773
YGR257C,MTM1,7,1007312,1007677,0,0.18028,0.330712,0.289842,0.281178,0.193506,-0.1198
YGR275W,RTT102,7,1043101,1043281,0,-0.50292,-0.274349,-0.428944,-0.244951,-0.111411,-0.180002
YGR281W,YOR1,7,1051830,1052829,0,-0.00285,0.89077,1.201457,1.568636,1.093299,0.483794
YHL003C,LAG1,8,101879,102606,0,0.014996,-0.02224,-0.185033,-0.21377,-0.197341,-0.401266
YHL009C,YAP3,8,85056,85904,0,-0.30732,-0.006742,-0.055701,0.18785,-0.179803,-0.388897
YHL025W,SNF6,8,54023,54847,0,0.148189,0.359149,0.071775,0.127348,0.25332,-0.102644
YHL031C,GOS1,8,39485,40082,0,-0.04602,0.575055,0.565007,0.679256,0.269601,-0.0208
YIL053W,RHR2,9,254050,255049,0,2.200278,1.966037,1.709881,1.251859,0.838044,0.556708
YIL077C,,9,215951,216466,0,1.389875,1.761084,1.415974,1.292647,0.918052,0.511039
YIL083C,,9,204651,205632,0,0.07319,0.18513,0.069246,0.135642,0.036189,-0.15706
YIL101C,XBP1,9,177248,178001,0,2.151557,2.967915,2.499564,2.37921,1.955751,1.781372
YIL107C,PFK26,9,165759,166412,0,1.617293,2.302191,2.326558,2.195752,1.891377,1.368818
YIL125W,KGD1,9,122071,122688,0,0.167292,1.121863,1.241047,1.418138,0.703221,0.27774
YIL131C,FKH1,9,102236,102782,0,-0.836426,-1.646513,-2.078507,-1.650121,0.037472,0.218724
YJL216C,,10,26087,26887,0,0.502356,0.330313,0.038602,0.700635,0.33494,-0.121109
YJL222W,VTH2,10,10475,11474,0,-0.563622,-0.276839,0.064154,0.05257,0.0633,-0.24165
YJR015W,,10,462339,462634,0,0.152591,-0.002449,0.074208,0.204242,0.156999,0.104972
YJR021C,REC107,10,469494,469698,0,0.323117,0.530628,0.159221,0.351875,0.202427,0.031036
YJR039W,,10,503305,503849,0,0.978981,1.728965,1.63072,1.503013,1.236371,0.798511
YJR045C,SSC1,10,521517,521962,0,0.184981,0.587086,0.822633,1.35531,0.837039,0.2928
YJR063W,RPA12,10,554763,555108,0,-1.711961,-2.393542,-2.018029,-1.339671,-1.096548,-0.953464
YJR069C,HAM1,10,569314,569535,0,-0.758958,-0.962173,-1.051212,-0.682438,-0.508069,-0.593649
YKL208W,CBT1,11,46296,47157,0,0.056514,0.263928,0.11495,0.12536,0.158181,-0.196195
YKL214C,YRA2,11,31695,31961,0,-0.403677,-0.154231,0.00761,0.072411,-0.1528,-0.465187
YKR007W,MEH1,11,450860,451076,0,-0.011972,0.413109,0.129222,0.166315,0.263433,0.050665
YKR013W,PRY2,11,462602,463601,0,-0.73446,-1.666778,-1.990075,-0.522491,1.048733,1.001965
YKR031C,SPO14,11,506038,506540,0,0.407925,0.835675,0.904316,0.954217,0.636463,0.60568
YKR036C,CAF4,11,510324,510552,0,-0.294064,-0.421833,-0.583015,-0.497703,-0.262608,-0.356572
YKR054C,DYN1,11,547568,547858,0,-0.515017,-0.632869,-0.251288,0.138054,0.524906,0.588376
YKR060W,UTP30,11,555816,556159,0,-1.130854,-2.122807,-2.018145,-1.56448,-0.888986,-0.702402
YLR189C,ATG26,12,534396,535216,0,0.355544,0.764438,0.457232,0.315152,0.113024,-0.364586
YLR195C,NMT1,12,543307,543970,0,-0.005236,-0.163704,-0.144218,-0.02636,0.089704,-0.309557
YLR213C,CRR1,12,567925,568569,0,0.707319,0.453836,0.148277,-0.12152,-0.236321,-0.917859
YLR219W,MSC3,12,573920,574152,0,0.940463,1.372092,1.019227,1.048047,0.848191,0.417654
YLR241W,,12,620162,620474,0,0.039856,0.832777,0.884518,0.902298,0.460564,-0.052801
YLR258W,GSY2,12,659793,660717,0,1.678619,2.626004,1.743865,1.57001,1.290107,0.93339
YLR263W,RED1,12,669664,670341,0,0.249768,-0.042143,-0.040238,0.078047,0.338735,0.403923
YML111W,BUL2,13,45953,46941,0,-0.126395,-0.038345,-0.113927,-0.055686,0.21927,0.032939
YML117W,NAB6,13,33851,34242,0,0.053445,0.865029,0.585061,0.626819,0.413575,-0.126997
YMR001C,CDC5,13,271137,271347,0,-0.759133,-0.85621,-0.751346,-0.308049,0.366431,0.507659
YMR025W,CSI1,13,323046,323298,0,0.004129,0.582437,0.344976,0.200885,0.176385,0.133792
YMR031C,,13,334743,335297,0,1.427521,1.796214,1.543461,1.539262,0.908775,0.523177
YMR317W,,13,906362,907361,0,-0.0754,0.37583,-0.056136,0.107143,0.217918,-0.590923
YMR323W,ERR3,13,919086,920085,0,1.576372,3.283613,4.01989,4.389793,2.879392,2.001212
YNL015W,PBI2,14,604383,605382,0,0.391346,1.484585,1.422992,1.750781,1.503367,0.982755
YNL021W,HDA1,14,592898,593225,0,-0.45977,-0.032846,-0.042897,-0.004665,-0.035337,-0.249076
YNL039W,BDP1,14,554749,555046,0,0.333692,0.402284,0.335419,0.318667,0.342016,0.086746
YNL045W,,14,542821,542961,0,0.821042,1.507909,1.64311,1.827426,1.091895,0.378044
YNL062C,GCD10,14,510212,510539,0,-1.180314,-2.573308,-2.537469,-1.740009,-0.671356,-0.70074
YNL068C,FKH2,14,498289,499288,0,-1.100121,-1.065329,-0.594786,-0.282459,0.173801,-0.004929
YNR032W,PPG1,14,685433,686009,0,0.199423,0.516576,0.482869,0.365868,0.080349,-0.245825
YNR038W,DBP6,14,695327,695594,0,-0.746124,-1.568729,-1.03775,-1.301899,-0.77333,-0.583515
YNR056C,BIO5,14,733302,733354,0,0.262564,0.572483,0.530766,0.813369,0.983601,0.723505
YNR062C,,14,745342,746341,0,0.912144,0.305438,-0.033274,0.223335,0.546338,0.519314
YOL003C,PFA4,15,322995,323411,0,-0.363696,-0.089772,-0.001049,0.134059,0.029834,-0.112674
YOL009C,MDM12,15,310140,310312,0,0.218671,0.544542,0.644201,1.061615,0.186576,-0.030617
YOL026C,MIM1,15,274354,274957,0,-0.114648,0.101967,0.135033,0.215846,-0.069855,-0.266804
YOL032W,OPI10,15,265085,265428,0,1.546692,2.19938,1.57449,1.809328,1.587195,1.567754
YOR166C,,15,648503,648804,0,-0.411538,-0.404905,-0.255964,-0.064711,0.165918,-0.167923
YOR172W,YRM1,15,653884,654209,0,0.311847,0.437662,0.226862,0.301897,0.574609,0.271722
YOR190W,SPR1,15,689974,690694,0,0.598761,0.462378,0.165743,0.573265,0.133961,-0.444338
YOR194C,TOA1,15,712544,712866,0,0.201529,0.275842,0.110347,0.188309,0.17457,-0.05224
YOR212W,STE4,15,741910,742909,0,-0.695114,-0.679152,-0.874135,-0.67788,-0.312192,-0.682032
YOR236W,DFR1,15,779906,780905,0,-1.377461,-1.961172,-2.017136,-1.541285,-0.681633,-0.500835
YOR242C,SSP2,15,789858,790211,0,0.012821,-0.357079,-0.334373,-0.584866,0.104196,-0.490505
YPL149W,ATG5,16,270892,271308,0,-0.52747,-0.80103,-1.190812,-1.428181,-1.003524,-1.062049
YPL155C,KIP2,16,259336,259713,0,-0.12843,-0.385837,-0.547684,-0.435945,0.317224,0.38454
YPL173W,MRPL40,16,222772,223141,0,-0.231425,0.15641,0.325668,0.484545,0.21553,-0.045071
YPL179W,PPQ1,16,207646,208155,0,0.24548,0.225315,0.332345,0.579428,0.723613,0.55748
YPL196W,OXR1,16,174701,175041,0,0.694743,1.471963,1.315486,1.274137,0.784034,0.316272
YPL202C,AFT2,16,169338,169769,0,-0.136575,-0.256033,-0.084931,-0.173464,-0.251863,-0.485172
YPL220W,RPL1A,16,135423,135788,0,0.32963,-0.763843,-1.292549,-0.93281,0.043367,0.197445
YPL226W,NEW1,16,121167,121766,0,-1.320111,-2.050814,-1.717047,-1.012481,-0.418864,-0.458213
YAR002W,NUP60,1,151259,152258,0,-0.053362,-0.058616,-0.146613,0.03352,0.015005,-0.226544
YAR014C,BUD14,1,168867,169370,0,-0.240283,-0.027596,-0.083145,0.125454,0.137979,-0.078026
YBL018C,POP8,2,186478,186847,0,-2.142337,-2.540712,-2.413431,-2.37978,-1.308449,-0.834773
YBL036C,,2,151224,151496,0,-0.418578,-0.442323,-0.270437,0.023074,0.062087,-0.237351
YBL042C,FUI1,2,140264,141250,0,-2.242508,-2.484138,-1.919369,-1.244812,-0.956164,-0.292424
YBR250W,SPO23,2,718028,719027,0,0.57382,-0.702275,-1.100421,-2.676236,-2.740224,-1.850389
YBR256C,RIB5,2,728098,728880,0,0.119724,0.13085,0.02916,-0.247593,-0.64976,-0.563029
YBR274W,CHK1,2,749366,749588,0,0.23852,0.297545,0.404057,0.111553,-0.762264,-0.658691
YBR280C,SAF1,2,764694,764966,0,0.884309,1.470458,1.478928,0.818253,-0.767286,-0.892446
YBR298C,MAL31,2,804470,805029,0,1.074032,1.340217,0.517908,0.040806,0.031962,0.389158
YCL001W-A,,3,112479,113076,0,-0.328791,-0.336216,-0.796059,-1.209855,-1.811703,-1.016127
YDL132W,CDC53,4,223740,224303,0,0.665373,0.704279,0.803321,0.251622,-0.397998,-0.629926
YDL137W,ARF2,4,215643,216528,0,0.307188,0.056107,0.155732,-0.333734,-0.537178,-0.572905
YDL155W,CLB3,4,176487,176773,0,0.260878,-0.107204,-0.451327,-0.795647,-1.127569,-1.035266
YDL161W,ENT1,4,167255,167714,0,0.351226,-0.415874,-0.35982,-1.401129,-1.959711,-1.666588
YDL179W,PCL9,4,137540,138291,0,-0.28686,-0.89999,-0.941315,-1.586057,-1.845036,-1.593313
YDL185W,TFP1,4,126450,126787,0,0.547184,0.487183,0.522073,0.617773,0.48872,0.456552
YDL203C,,4,97955,98476,0,0.23322,-0.141405,-0.276059,-0.81939,-1.377395,-1.025177
YDL209C,CWC2,4,87228,87462,0,0.391244,-0.639095,-0.747647,-2.007807,-1.610579,-1.328281
YDR255C,RMD5,4,967817,968127,0,0.410293,1.120447,0.877688,0.9635,0.558024,0.172109
YDR261C,EXG2,4,979204,980203,0,-0.354821,-0.259724,-0.233891,0.040311,0.313285,0.284825
YDR275W,BSC2,4,1011267,1012245,0,0.659063,0.071404,0.183091,0.443027,0.356354,0.00857
YDR281C,PHM6,4,1022316,1023315,0,-1.643608,-1.775484,-2.361046,-2.0871,-1.236478,-1.522566
YDR299W,BFR2,4,1058808,1059620,0,-2.414537,-4.658612,-4.281541,-2.739869,-1.364908,-1.151706
YDR305C,HNT2,4,1073483,1073729,0,0.216419,0.33541,0.431158,0.525686,0.057238,-0.262214
YDR321W,ASP1,4,1108493,1108696,0,-0.407179,-1.237802,-1.754514,-1.599023,-1.042959,-0.728714
YDR326C,YSP2,4,1124919,1125427,0,-0.480044,-0.446008,-0.136369,0.007197,-0.198829,-0.083175
YER001W,MNN1,5,152519,153518,0,-3.309953,-3.199319,-2.641808,-1.311872,0.277087,0.326749
YER007C-A,TMA20,5,166885,167807,0,-0.584899,-0.822887,-0.968988,-0.426405,-0.260019,-0.410719
YER023W,PRO3,5,200874,201074,0,-0.025579,-0.080671,-0.079991,0.164678,0.068215,0.071972
YER029C,SMB1,5,213177,213415,0,-0.355291,-0.36966,-0.503404,-0.348209,-0.321434,-0.362664
YER045C,ACA1,5,241501,242500,0,-0.693897,-0.488687,-0.329213,0.380793,0.310988,0.084727
YER050C,RSM18,5,254579,254655,0,-0.106399,0.41349,0.44132,0.587792,0.134991,-0.157119
YER071C,,5,302326,302804,0,-0.302414,-0.036714,0.221401,0.4576,0.187072,-0.034766
YGL046W,,7,413106,414105,0,0.97976,1.753619,1.355241,1.725808,1.35545,1.13761
YGL070C,RPB9,7,374831,375090,0,-0.312612,-0.489171,-0.546882,-0.381547,-0.254465,-0.374102
YGL076C,RPL7A,7,366000,366928,0,-0.202497,-1.328823,-1.629405,-0.988002,-0.142033,-0.016387
YGL094C,PAN2,7,334469,334889,0,-0.462764,0.009792,0.107109,0.218542,0.455266,0.276542
YGL100W,SEH1,7,312843,313236,0,-0.38158,-0.257264,-0.139244,0.003405,0.040165,-0.226135
YGL124C,MON1,7,276721,277623,0,0.604905,0.684665,0.831749,0.890865,0.382782,0.097876
YGR159C,NSR1,7,807662,808634,0,-3.356515,-4.589773,-5.251529,-3.70752,-1.890709,-1.216369
YGR161W-B,,7,810743,811742,0,0.373969,0.186719,0.170232,0.555712,0.593703,0.45316
YGR179C,OKP1,7,854901,855269,0,-0.104,-0.376993,-0.576886,-0.382013,0.035058,-0.126279
YGR185C,TYS1,7,867526,867779,0,-0.274796,-0.477575,-0.596444,-0.211985,-0.021306,-0.240193
YGR203W,,7,904753,905241,0,-0.144832,0.191869,0.451387,0.52698,0.029584,-0.143004
YGR209C,TRX2,7,913233,913508,0,0.692236,0.923938,1.113275,1.655265,1.703877,1.094912
YGR227W,DIE2,7,947003,947421,0,-1.476739,-1.055561,-0.922966,-0.856951,-0.80374,-1.342024
YGR233C,PHO81,7,958213,959212,0,-1.043913,-0.851009,-0.884275,-0.667404,-0.727847,-0.406789
YHR181W,SVP26,8,466227,467226,0,0.172891,0.244958,0.144481,0.292693,0.183395,-0.050345
YHR187W,IKI1,8,480671,480988,0,-0.164229,-0.469845,-0.604079,-0.335388,-0.25242,-0.35961
YHR205W,SCH9,8,508708,509361,0,-0.534303,-0.297517,-0.023903,0.135741,0.173728,-0.152712
YHR211W,FLO5,8,524391,525390,0,-0.264536,-0.033119,0.198113,0.551581,0.658567,0.380295
YIL007C,NAS2,9,343654,344059,0,0.792228,1.083756,0.79476,0.678034,0.314809,0.003435
YIL029C,,9,301256,302255,0,0.768487,0.680879,0.628601,0.675074,0.610562,0.250441
YIL035C,CKA1,9,288908,289225,0,0.061385,0.074471,0.151085,0.286606,-0.056668,-0.315411
YJL126W,NIT2,10,184139,184419,0,-0.39524,-0.19207,-0.572517,-0.213928,-0.235334,-0.737799
YJL144W,,10,145962,146276,0,0.961092,2.038757,1.336632,1.499721,1.177555,0.768715
YJL168C,SET2,10,104422,105007,0,-0.155098,-0.529987,-0.406996,-0.479541,-0.500827,-0.479148
YJL174W,KRE9,10,94528,95089,0,0.171134,0.418222,0.389765,0.357172,0.022336,-0.097918
YJL192C,SOP4,10,73414,73786,0,-0.00742,-0.172773,0.028694,0.317576,0.255935,-0.024008
YJL198W,PHO90,10,59843,60842,0,-0.598557,-1.212626,-1.255959,-0.913361,-0.227678,0.047148
YKL112W,ABF1,11,225521,226215,0,-0.154624,-0.348664,-0.028307,0.342348,0.335869,0.466061
YKL142W,MRP8,11,178177,178519,0,1.260998,1.881637,2.103715,2.100142,1.271792,0.508842
YKL160W,ELF1,11,152274,153273,0,0.189064,0.075773,-0.065797,0.265612,0.296537,0.29383
YKL165C,MCD4,11,140697,141696,0,-1.340509,-1.449605,-1.541243,-1.325144,-0.685857,-0.421094
YKL183W,LOT5,11,98612,98725,0,-0.625845,-0.370343,-0.15312,-0.207293,-0.485826,-0.424321
YKL189W,HYM1,11,83709,84708,0,0.389629,0.877239,0.936501,1.000954,0.448839,0.248327
YLR095C,IOC2,12,332117,332591,0,0.243475,0.059432,-0.064959,0.122818,0.001421,-0.023814
YLR119W,SRN2,12,385409,385534,0,0.611,0.676388,0.413461,0.422324,0.004073,-0.344858
YLR125W,,12,392485,393484,0,0.031977,0.019839,0.029392,0.091623,-0.041238,-0.243704
YLR143W,,12,426617,427329,0,-0.996053,-0.860127,-0.336321,-0.320787,-0.611315,-0.734076
YLR149C,,12,439825,440468,0,1.903251,3.296397,2.764382,2.529779,1.75873,1.185484
YLR165C,PUS5,12,495261,495431,0,0.477639,0.644067,0.51185,0.425295,0.241226,-0.012743
YML001W,YPT7,13,266754,267173,0,0.034692,0.163414,0.215857,0.377464,0.191447,-0.032519
YML007W,YAP1,13,253272,253847,0,0.78417,1.020551,1.250548,1.323565,0.747794,-0.009351
YML022W,APT1,13,228664,228936,0,-0.613696,-1.403494,-1.320992,-1.080061,-0.812056,-0.747313
YML028W,TSA1,13,219878,220137,0,0.628116,0.460899,0.640596,1.218805,1.131139,0.918841
YML046W,PRP39,13,181075,181473,0,-0.310162,-0.438024,-0.281546,-0.267423,-0.300391,-0.45381
YML051W,GAL80,13,171310,171593,0,0.154954,0.189261,0.292544,0.065996,0.142303,-0.100185
YML067C,ERV41,13,140215,140424,0,-0.586279,-0.442566,-0.134264,0.016797,-0.086523,-0.254689
YML073C,RPL6A,13,124173,124730,0,-0.381282,-1.366578,-1.551666,-0.80159,0.078922,0.128565
YMR227C,TAF7,13,724385,724625,0,-0.352271,-0.24257,-0.265101,-0.102059,0.059862,-0.084949
YMR233W,TRI1,13,738958,739183,0,-0.469221,-0.414084,-0.435966,-0.514856,-0.480675,-0.574157
YMR251W-A,HOR7,13,774014,774750,0,1.962742,2.345612,2.341995,2.492979,2.211457,1.801332
YMR257C,PET111,13,782031,782619,0,0.496874,0.482867,0.89913,0.783806,0.516495,0.370454
YMR275C,BUL1,13,818581,818826,0,0.263834,0.557613,0.911335,0.58959,0.15598,-0.029494
YMR281W,GPI12,13,831338,832337,0,0.494731,0.752958,0.95484,0.801362,0.421775,0.134545
YMR297W,PRC1,13,860921,861920,0,1.169777,1.766468,1.975832,2.248399,1.886487,1.281648
YMR303C,ADH2,13,874337,874986,0,0.567919,0.253577,0.550294,0.61511,0.59711,0.3563
YNL278W,CAF120,14,112900,113268,0,0.216781,-0.018457,0.017932,0.227018,0.419931,0.487467
YNL284C,MRPL10,14,104101,105100,0,0.240458,0.579322,0.622993,0.876855,0.49302,0.118806
YNL300W,,14,64743,65742,0,-1.537244,-2.611442,-2.456594,-1.168366,0.328915,0.827952
YNL306W,MRPS18,14,57573,58154,0,-0.298652,-0.013737,0.595247,0.585398,-0.040376,-0.072004
YNL330C,RPD3,14,19303,19541,0,-0.142785,0.176567,0.27085,0.400365,0.263657,0.110173
YNR009W,NRM1,14,642381,642689,0,-1.16072,-1.83881,-2.095699,-1.444543,-0.184169,0.191163
YNR015W,SMM1,14,653103,653386,0,-0.61536,-0.667308,-0.627973,-0.666181,-0.802982,-0.805849
YOR078W,BUD21,15,472598,472725,0,-0.832561,-1.419545,-1.06581,-1.187102,-0.695339,-0.495286
YOR096W,RPS7A,15,504794,505793,0,-0.287647,-1.221986,-1.6018,-0.972351,-0.10607,-0.039152
YOR120W,GCY1,15,550246,551113,0,1.10497,2.800425,2.901438,3.125344,2.59565,1.684285
YOR126C,IAH1,15,560678,561170,0,0.33015,0.163862,0.477768,0.34977,-0.050312,-0.150467
YOR142W-B,,15,594112,595111,0,0.045133,-0.058118,0.302478,0.481551,0.473924,0.381274
YOR148C,SPP2,15,609198,609838,0,0.032448,-0.253297,0.035822,-0.067756,-0.567402,-0.417102
YPL054W,LEE1,16,454987,455755,0,2.080368,2.400336,2.028309,1.714183,1.408583,1.704522
YPL060C-A,,16,442740,443739,0,0.378086,0.184128,0.215968,0.134475,0.245648,0.217221
YPL077C,,16,410088,410440,0,0.319295,0.498321,0.239083,0.039091,-0.317063,-0.639307
YPL083C,SEN54,16,398103,398477,0,-0.289406,-0.356948,-0.131367,-0.006829,-0.082538,-0.262477
YPL101W,ELP4,16,359403,360205,0,-0.264847,-0.295514,-0.335219,-0.221984,0.004251,0.016598
YPL107W,,16,348949,349115,0,0.408282,0.427555,0.619435,0.618696,0.320969,0.078195
YPL125W,KAP120,16,312899,313386,0,-0.289543,-0.218497,0.134066,0.255021,0.119472,0.046931
YPL131W,RPL5,16,302617,303119,0,0.016571,-0.867876,-1.365014,-0.668059,0.179234,0.272915
YPR152C,,16,833455,833807,0,0.216612,-0.143632,-0.369824,-0.533343,-0.088823,-0.194063
YPR166C,MRP2,16,876626,876843,0,-0.731362,-0.676019,-0.204544,-0.074068,-0.271894,-0.440422
YPR172W,,16,885554,885791,0,0.310796,1.041466,1.316786,1.321586,0.62114,0.136263
YPR190C,RPC82,16,919038,919377,0,-1.175524,-1.638079,-1.372699,-1.208003,-0.78998,-0.702823
YPR196W,,16,930372,931371,0,0.076848,-0.425785,0.25637,0.135436,0.180509,0.282389
YBR050C,REG2,2,338198,338718,0,1.659796,2.294029,1.462258,2.078473,1.279224,1.747861
YBR056W,,2,347299,347876,0,1.110086,1.930756,1.874591,2.13542,1.586224,0.65113
YBR074W,,2,385983,386280,0,-0.935501,-0.831694,-0.714292,-0.450896,-0.357796,-0.695211
YBR080C,SEC18,2,400885,401247,0,-0.164578,0.411746,0.510263,0.856322,0.41651,0.014329
YBR096W,,2,435692,436014,0,-0.049695,0.274248,0.297166,0.611374,0.392862,-0.03693
YBR102C,EXO84,2,447318,447703,0,-0.579009,-0.131621,0.018846,0.354646,0.277675,-0.073947
YBR120C,CBP6,2,480918,481358,0,-0.170471,0.467857,0.341189,0.783466,0.373892,-0.095943
YBR126C,TPS1,2,490387,491263,0,2.70679,3.810629,3.054625,3.414442,2.27658,1.427365
YCR061W,,3,224729,225557,0,1.174379,2.103938,2.198363,2.39519,1.469685,0.596889
YCR067C,SED4,3,236318,237209,0,0.062547,0.45454,0.343465,0.62197,0.118291,-0.081405
YCR093W,CDC39,3,279903,280112,0,-0.162855,0.331898,0.490471,0.72113,0.376532,0.086904
YDL003W,MCD1,4,443680,444679,0,-1.082792,-2.179784,-3.128424,-1.668715,0.374819,0.71804
YDL027C,,4,404955,405341,0,0.421378,1.126573,0.77446,0.819899,0.332292,0.026826
YDL033C,SLM3,4,393910,394214,0,-0.114356,0.065013,0.040126,0.252777,0.144929,-0.10746
YDR084C,TVP23,4,614000,614283,0,-0.45061,-0.011814,0.060883,0.168366,0.036047,-0.039554
YDR090C,,4,625994,626703,0,0.290667,0.340727,-0.038008,0.003966,-0.221822,-0.304653
YDR106W,ARP10,4,666765,666998,0,-0.462212,-0.258822,-0.430679,0.157456,0.313221,-0.020539
YDR130C,FIN1,4,716618,716785,0,0.190642,0.430647,-0.254531,-0.079617,0.220895,0.105958
