ID,coding/noncoding,chromsome,Start Position,Stop Position,Strand,wild-type T4 min,wild-type T8  min,wild-type T12  min,wild-type T16  min,wild-type T20  min,wild-type T30 min,wild-type T40 min,wild-type T60 min,wild-type T30  min rep2,wild-type T30  min rep3,wild-type T30  min rep4,msn2/4ÆÆ t4  min,msn2/4ÆÆÊt8 min,msn2/4ÆÆ t12 min,msn2/4ÆÆÊt16 min,msn2/4ÆÆ t20 min,msn2/4ÆÆ t30 min,msn2/4ÆÆ t40 min, msn2/4ÆÆ t60 min,msn2/4ÆÆ t30 min rep2,msn2/4ÆÆÊt30  min rep3,msn2/4ÆÆ t30 min  rep4
LMseg-SUT_SY0779,noncoding,chr7,901161,899209,C,0.87117,0.64323,0.02292,-0.84763,-1.19999,-1.63695,-0.96595,-0.65576,-1.32797,-1.66372,-0.59446,0.78461,0.33694,0.29427,-0.31473,-0.26879,-0.90253,0.10958,-0.15985,-0.74046,-0.04063,-1.86975
LMseg-SUT_SY0781,noncoding,chr7,946420,944212,C,1.3814,1.54801,1.64086,1.72379,1.49874,-0.05481,1.38157,0.63561,0.74395,0.32761,0.37575,0.35772,0.20108,-0.57964,0.10336,-0.00485,#VALUE!,0.11943,-0.08914,0.24408,-0.02648,0.4287
LMseg-SUT_SY0782,noncoding,chr7,961009,960289,C,0.96617,1.29497,1.08597,1.44272,0.88603,-0.12675,0.87399,-0.21076,NA,NA,0.95968,-1.10955,0.42632,-0.44226,-0.02789,-0.1728,-0.44808,-0.64145,-1.93943,0.05492,1.12355,-1.05474
LMseg-SUT_SY0784:AR-Unit3429,noncoding,chr7,988298,987224,C,1.47932,1.5218,2.12165,1.93393,2.19236,0.73966,0.83644,0.4038,NA,NA,0.85905,0.35738,0.9495,1.19539,0.58143,2.00867,0.35444,0.55972,-0.38263,0.42051,0.6393,-0.86002
LMseg-SUT_SY0786,noncoding,chr7,1023985,1023513,C,0.60334,1.49557,0.30498,-0.27289,0.45595,-0.28977,0.59446,-0.10005,NA,NA,0.45463,-0.26946,0.84175,0.50279,-0.34807,1.0056,-0.70845,0.20862,-0.13985,0.21895,0.5352,-1.36178
LMseg-SUT_SY0787,noncoding,chr7,1028668,1028340,C,1.08553,NA,2.56549,2.02183,NA,NA,1.66896,-0.90454,NA,NA,0.17312,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.62981,0.21316,NA
LMseg-SUT_SY0788:AR-Unit3500:RB-SUT573:LM1-SUT573,noncoding,chr8,15907,14565,C,0.21677,0.4136,0.75135,1.02164,0.89974,1.01285,0.38762,0.20972,1.31045,1.05397,0.46529,0.21296,0.06161,-0.05608,0.21928,-0.08522,0.34153,0.07068,0.03968,0.34648,0.20012,1.19749
LMseg-SUT_SY0790:AR-Unit3524:AR-Unit3522:RB-SUT574:LM1-SUT574,noncoding,chr8,59053,56575,C,0.12157,0.20165,0.48383,0.63803,0.62303,0.62151,0.44461,0.1768,0.84184,0.96155,0.228,0.066,0.22626,0.37723,0.05965,0.40497,0.22333,0.4474,0.22126,-0.08577,-0.138,0.69488
LMseg-SUT_SY0793,noncoding,chr8,133518,132358,C,0.07515,2.03036,1.20975,0.45785,0.38312,1.0597,0.35829,0.98493,NA,NA,2.59771,-1.12709,0.50522,0.44035,-0.47735,-0.88734,0.26485,-0.3674,-0.07593,-0.50345,1.5576,NA
LMseg-SUT_SY0796,noncoding,chr8,207750,204982,C,0.44484,0.27321,0.273,0.72616,0.8713,0.77885,0.3428,-0.31456,-0.56286,0.1236,-0.21613,0.63909,0.49727,0.64463,0.88631,1.56812,0.3743,0.94088,-0.00702,-0.20816,-0.19655,0.10561
LMseg-SUT_SY0802,noncoding,chr8,355570,355322,C,1.60738,1.35665,1.53474,1.85148,2.15614,1.3954,0.6468,0.62839,NA,NA,NA,1.04648,#VALUE!,0.97416,0.59699,0.71975,#VALUE!,1.30876,#VALUE!,NA,1.48469,NA
LMseg-SUT_SY0805,noncoding,chr8,385692,384340,C,0.28282,1.37083,0.66029,-0.0751,0.88944,-0.27115,0.44705,-0.54013,NA,-0.29144,0.31187,-0.36296,0.76618,0.426,-0.42475,0.5822,-0.85796,0.0932,-0.96094,-0.44082,0.29897,-1.48857
LMseg-SUT_SY0807,noncoding,chr8,387508,387172,C,1.31186,1.35891,0.95641,0.67279,NA,-0.54444,0.54636,-0.0033,NA,NA,0.93866,#VALUE!,-0.43941,-0.27423,-0.86477,#VALUE!,#VALUE!,0.97118,-0.0399,NA,1.04747,NA
LMseg-SUT_SY0808,noncoding,chr8,387972,387572,C,NA,0.10403,-1.38627,-2.05368,NA,-2.23037,-2.90038,-0.76582,NA,-1.71365,-0.56021,#VALUE!,0.35555,-0.71945,-1.28221,#VALUE!,-1.24865,-2.69753,-0.53809,NA,0.88518,-1.47276
LMseg-SUT_SY0809,noncoding,chr8,407757,407165,C,0.71258,1.28083,0.29799,0.38303,1.28297,-0.22073,0.08264,-1.25291,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,NA,NA
LMseg-SUT_SY0811,noncoding,chr8,466529,465959,C,0.87613,1.50918,0.69131,1.11682,0.18098,1.45137,0.33298,-0.13073,NA,NA,0.24833,-0.34458,0.61419,-0.21733,0.03897,-0.1753,0.65509,-0.22676,-1.40212,1.69291,0.78712,-0.47954
LMseg-SUT_SY0812,noncoding,chr8,486305,485625,C,1.35405,1.03767,0.70486,0.41396,-0.39758,-0.5019,1.71146,-0.50149,NA,-1.086,0.35909,1.08182,0.79662,-0.11543,0.08418,-0.3848,-0.40864,1.21006,-0.12317,0.47612,0.3931,-0.1711
LMseg-SUT_SY0813,noncoding,chr8,513857,513561,C,NA,0.72017,0.70707,-0.07965,1.35639,-1.30524,0.86031,NA,NA,NA,-0.80688,#VALUE!,1.06179,-0.39495,-0.62902,1.09168,-1.92527,0.63247,#VALUE!,0.11366,0.46638,0.19315
LMseg-SUT_SY0815:LM1-SUT601,noncoding,chr9,28798,28493,C,1.0165,0.972,0.24565,1.31515,1.30812,1.52885,0.02138,1.60267,NA,1.56376,0.68496,0.33005,0.20408,-0.47743,0.27194,0.06378,0.66964,-0.86713,1.0323,0.92494,0.4057,0.65125
LMseg-SUT_SY0820,noncoding,chr9,156221,155453,C,1.97741,1.38153,0.7891,0.82854,0.69706,0.49551,0.93715,1.01684,NA,NA,NA,1.14861,#VALUE!,-0.64039,-0.58065,-1.20168,-0.9931,-0.65956,-0.9275,1.44394,2.12766,-0.91558
LMseg-SUT_SY0822,noncoding,chr9,196691,195779,C,0.93002,1.58205,1.41882,0.95541,NA,-0.26362,0.80501,0.70336,NA,NA,NA,-0.1773,0.07406,-0.03848,-0.22974,#VALUE!,-1.07616,-0.05402,0.29013,-1.2529,1.33334,-1.44183
LMseg-SUT_SY0823:AR-Unit4064:AR-Unit4062:AR-Unit4061:AR-Unit4060:RB-SUT611:LM1-SUT611,noncoding,chr9,228842,226701,C,0.38462,0.01961,-0.38356,-0.68365,-0.19755,0.81301,0.62819,-0.23666,1.21895,0.41412,0.37579,0.29021,0.03636,-0.13361,-0.34904,0.14497,0.19899,0.06859,-0.39788,0.63848,0.14806,-0.71282
LMseg-SUT_SY0825,noncoding,chr9,247866,247162,C,0.65898,2.46632,0.37894,0.53783,-0.03186,-0.20344,0.53071,-0.95508,NA,-0.70493,-0.95193,-0.22255,0.74188,-1.11249,0.02528,-0.90279,-0.37809,0.4393,-1.21233,-0.88953,-0.32176,-1.45355
LMseg-SUT_SY0826:AR-Unit4082,noncoding,chr9,249503,248796,C,0.79767,1.71543,1.80082,2.04771,2.05046,0.45887,1.39871,0.56063,-1.05496,1.0067,1.03481,-0.5076,0.20253,0.05862,0.20709,0.69493,-1.16794,0.9936,-0.26204,0.16461,0.71581,1.01263
LMseg-SUT_SY0827,noncoding,chr9,323888,323128,C,0.76484,1.49384,1.04801,1.92898,NA,-1.0085,0.79714,0.01029,NA,NA,1.19351,-1.26985,0.55884,-0.79337,2.44808,#VALUE!,#VALUE!,-0.08076,0.43501,0.48458,1.25822,-0.53718
LMseg-SUT_SY0829,noncoding,chr9,340169,339104,C,0.6464,1.12531,0.98276,0.64188,0.83336,-1.05348,0.62824,-0.0005,-0.09628,NA,1.35761,-0.20784,1.15381,-0.70271,-0.50878,-0.36914,-1.97559,0.13937,-0.48388,1.25761,1.85837,0.18174
LMseg-SUT_SY0830,noncoding,chr9,340987,340209,C,2.35321,1.90378,1.75456,1.83096,2.40211,0.0655,1.45354,0.20153,NA,NA,1.78822,0.10966,1.26134,0.56309,-0.29337,1.04976,#VALUE!,1.03591,#VALUE!,-0.11283,NA,-0.78383
LMseg-SUT_SY0831,noncoding,chr9,341814,341195,C,0.7165,1.05361,0.68896,NA,2.00729,-0.13995,1.97302,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,NA,-0.17711
LMseg-SUT_SY0832,noncoding,chr9,389115,388206,C,1.14769,2.41945,2.33026,1.82837,NA,-0.03253,2.00147,-0.98542,NA,NA,1.32276,-0.31845,0.35387,1.20326,0.53196,#VALUE!,-0.76314,1.71624,-1.52522,-0.87781,0.877,-1.21501
LMseg-SUT_SY0834,noncoding,chr9,412509,410997,C,0.82466,0.97627,0.26049,1.06632,1.06557,-0.15275,0.40512,0.04404,NA,-0.47281,1.12012,0.02503,0.42559,-0.38695,0.36116,0.23593,-1.06468,0.24771,-0.45872,0.56054,0.92996,-0.36902
LMseg-SUT_SY0835,noncoding,chr9,431759,430038,C,1.42191,1.5303,1.73855,2.18821,1.84693,1.99723,2.39342,2.16785,NA,2.60874,2.38275,1.05115,1.5482,1.35409,1.12616,1.08057,0.64122,1.06726,0.61936,0.38887,1.41929,0.43763
LMseg-SUT_SY0837,noncoding,chr10,30973,29060,C,0.61079,0.95009,0.37238,0.00692,0.23313,0.05805,-0.09137,-0.24738,-0.55182,-0.05251,0.21851,0.12635,0.30395,0.38055,0.07885,0.68319,0.23977,0.31503,0.21899,-0.58435,0.13237,-0.67745
LMseg-SUT_SY0838,noncoding,chr10,60693,59805,C,0.74605,0.7278,0.71226,-0.38916,0.09994,0.32219,0.23732,0.93545,0.27795,-0.52558,0.25433,0.78806,0.58239,1.08276,-0.07951,0.59646,0.47955,0.40935,0.23899,0.54308,0.00281,-0.70708
LMseg-SUT_SY0841:LM1-CUT675,noncoding,chr10,137165,136933,C,1.8887,NA,1.45946,1.23487,NA,NA,0.14883,NA,NA,NA,2.17173,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,0.78704,-0.69327
LMseg-SUT_SY0842:AR-Unit4330:RB-SUT624:LM1-SUT624,noncoding,chr10,145040,144219,C,0.94946,1.17619,1.31521,1.58465,1.6589,1.44682,0.65919,0.49323,2.13529,1.74619,0.40582,0.09433,-0.0775,-0.20882,0.23029,-0.03881,0.11653,0.04411,0.48788,0.11997,0.6743,2.14692
LMseg-SUT_SY0843,noncoding,chr10,151665,151025,C,-0.66036,-0.79765,-0.69889,-0.5437,-0.43645,0.2365,0.29967,0.39972,-0.1226,-0.02165,-0.47327,-0.26541,-0.12849,0.12338,0.04659,0.27913,0.0898,0.38811,0.51859,0.25124,-0.13586,-0.09467
LMseg-SUT_SY0845:AR-Unit4372:LM1-SUT626,noncoding,chr10,196020,195005,C,0.16743,1.46261,0.422,0.28686,0.91607,-1.316,0.77821,0.6385,NA,0.66562,0.29884,0.19993,1.03219,-0.70696,-0.54454,0.334,-2.28041,-0.00064,0.9294,-0.32134,0.30182,0.80078
LMseg-SUT_SY0846:AR-Unit4387:RB-SUT627:LM1-SUT627,noncoding,chr10,226788,224492,C,-0.33804,-0.11308,-0.85994,-1.22081,-0.94023,-0.23918,-0.15142,-0.38052,-0.20426,-0.32541,-0.45727,-0.44939,0.09342,-0.07212,-0.48727,-0.23104,-0.35088,-0.09402,0.13839,-0.56576,-0.40401,-0.42001
LMseg-SUT_SY0847:AR-Unit4388:RB-SUT628:LM1-SUT628,noncoding,chr10,227260,226316,C,-0.0709,-1.00344,-1.07417,-1.10691,-1.33547,-0.95637,-1.05897,-0.74879,-0.67911,-0.2597,-0.55452,-0.31659,-1.01537,-0.57231,-0.50265,-1.37617,-0.8865,-0.55373,-0.15654,-0.51191,-0.18391,0.104
LMseg-SUT_SY0848,noncoding,chr10,238491,237131,C,0.20501,0.15193,0.07009,0.54,0.35977,0.60891,0.60064,-0.54365,NA,NA,0.93809,-0.65832,-0.09271,-0.26558,-0.63467,-0.48796,-1.05357,-0.5338,-1.2439,0.07588,0.85208,0.59178
LMseg-SUT_SY0850:AR-Unit4409:AR-Unit4408:RB-SUT630:LM1-SUT630,noncoding,chr10,261170,259730,C,0.15674,-0.09208,-0.36558,-0.42829,-0.17556,0.7115,1.03888,0.38481,-0.18181,0.11722,0.09941,0.17979,0.05877,-0.10675,-0.29248,0.09058,0.27154,0.63699,0.48356,-0.05584,0.12147,-0.28438
LMseg-SUT_SY0852,noncoding,chr10,320172,319484,C,0.27753,1.2216,0.49104,1.0617,0.35968,0.82154,0.77968,-0.50834,NA,NA,2.17043,1.32126,0.05683,-0.70086,-0.74352,-1.61866,#VALUE!,0.14616,-0.27872,-0.83068,0.63578,-1.3556
LMseg-SUT_SY0853:AR-Unit4471:AR-Unit4470:AR-Unit4469:AR-Unit4468:RB-SUT632:LM1-SUT632,noncoding,chr10,342640,339812,C,-0.33538,-0.06815,-0.6877,-0.66076,-0.49329,-0.287,0.12674,0.04468,-0.54067,-0.18688,-0.18645,-0.15746,0.1773,-0.2026,-0.12705,0.23718,-0.37122,0.30574,0.21317,0.06559,-0.33976,-0.51843
LMseg-SUT_SY0854,noncoding,chr10,358501,356789,C,-0.49111,-0.44258,-0.27787,-0.77431,-0.77434,-0.63954,-0.97007,-0.17219,0.20676,-0.24126,-0.36484,-0.30213,0.14663,0.40493,-0.23525,-0.18607,0.44715,-0.01953,0.41311,-0.2268,-0.03786,0.00322
LMseg-SUT_SY0855,noncoding,chr10,433593,433049,C,-0.81844,-0.78946,-0.39925,-0.39369,-0.96287,-0.72677,-0.93162,0.02817,-0.49772,-0.254,-1.13769,-0.29114,0.07101,0.47089,0.41448,-0.44473,0.44981,-0.0615,0.42675,-0.29401,-0.40888,-0.11273
LMseg-SUT_SY0856,noncoding,chr10,435793,435537,C,1.26506,1.21209,1.8464,1.7522,2.18772,0.64096,0.66933,0.83891,NA,0.10703,1.61588,-0.41249,-0.26474,0.1118,0.20978,0.91991,-1.30157,0.94658,-1.71333,-0.63134,0.85636,0.18776
LMseg-SUT_SY0859,noncoding,chr10,498075,497815,C,1.5906,1.60907,1.14892,1.93492,1.91292,0.20779,1.06792,-0.64046,NA,NA,NA,-0.34547,1.15397,-0.14914,0.49183,0.585,-0.66711,1.08629,-2.5503,-0.28175,-0.4918,NA
LMseg-SUT_SY0860,noncoding,chr10,525438,524982,C,NA,NA,-2.14653,-1.4784,NA,-2.33601,-3.70207,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,-1.09274,NA
LMseg-SUT_SY0862,noncoding,chr10,541403,540411,C,-0.14525,-0.26599,0.38123,0.30828,-0.87337,-0.57398,-0.97729,-0.05699,0.2679,-0.24414,-1.23466,0.36394,-0.24785,0.98983,1.09157,-1.83034,0.60933,-1.10385,0.31366,-0.37599,0.81698,-0.1284
LMseg-SUT_SY0863,noncoding,chr10,608293,606805,C,0.99263,1.7007,1.8794,1.66376,2.71999,-0.4741,1.99302,0.62871,NA,NA,1.25828,0.10926,0.27928,0.22016,0.68338,1.84172,-1.44901,1.67108,-0.40015,-0.71528,1.01464,-0.94456
LMseg-SUT_SY0864,noncoding,chr10,612975,611823,C,1.30943,0.99136,0.80373,-0.63119,0.38207,-1.18866,0.18541,-0.35982,-0.06308,-0.00239,0.17858,0.95077,0.6435,0.87513,-0.21626,0.19013,-1.35541,0.77274,-0.17267,-0.05625,-0.08984,-0.01047
LMseg-SUT_SY0865,noncoding,chr10,621588,621035,C,0.82764,0.58748,0.25005,0.92275,0.62678,0.52256,0.61621,-1.16307,NA,1.0892,0.63671,0.22572,-0.4625,-0.73856,-0.44563,0.1046,-0.808,0.01304,-1.85985,0.8749,0.00381,0.01637
LMseg-SUT_SY0867,noncoding,chr10,629623,627726,C,0.88499,0.65076,0.59607,1.0382,1.24773,0.59976,0.43559,-0.10653,1.33997,1.26505,1.39499,-0.40345,-0.37348,-0.39747,-0.13999,0.48493,-0.46417,-0.08527,-0.7317,2.01294,0.34251,0.17505
LMseg-SUT_SY0869,noncoding,chr10,642909,641981,C,0.80243,0.69083,0.90673,1.8018,1.4738,-0.32437,0.27121,-0.49992,NA,-1.82483,0.54442,0.05371,-0.57835,-0.33601,0.1574,0.08665,-1.27451,0.52601,-1.59624,0.38951,1.139,-0.45842
LMseg-SUT_SY0871,noncoding,chr10,706435,704603,C,1.05464,0.43825,0.47309,1.20585,0.71278,0.25564,0.43038,-0.2525,NA,-0.22986,0.7685,0.80535,-0.20926,-0.67856,-0.21709,0.16015,1.46601,0.46261,-1.78873,0.72502,1.17393,-0.34757
LMseg-SUT_SY0872:AR-Unit4743:RB-CUT700:LM1-CUT700,noncoding,chr10,718771,717059,C,0.84888,0.99558,0.63499,1.40353,1.29128,1.20278,0.86527,0.55653,1.60792,1.39261,0.69148,0.28386,0.1021,-0.3104,0.20974,0.22361,0.07134,0.53149,0.01656,0.56321,0.82649,0.4226
LMseg-SUT_SY0873:AR-Unit4754,noncoding,chr10,725424,723136,C,0.83892,1.10843,0.18781,0.01558,0.59213,0.45013,-0.01256,0.2715,NA,0.32572,0.47345,-0.08399,0.36538,-0.30474,-0.76658,-0.54658,-0.28868,-0.63675,-0.09236,-0.1984,1.13605,-0.21333
LMseg-SUT_SY0874:AR-Unit4762:AR-Unit4760:AR-Unit4759:RB-SUT652:LM1-SUT652,noncoding,chr11,7821,6008,C,0.7035,0.72325,-0.16013,-0.62651,0.13376,-0.46129,-0.6998,-0.10666,-1.30985,-0.53566,0.02518,0.5608,0.83448,0.27201,0.04509,0.24666,-0.47772,-0.64949,0.43787,-0.5668,0.31125,-1.03258
LMseg-SUT_SY0876:AR-Unit4776:AR-Unit4774:RB-SUT655:LM1-SUT655,noncoding,chr11,19741,18501,C,0.32558,1.02256,0.52538,0.53554,0.98843,1.11621,0.4875,0.4455,NA,0.3594,0.93848,-0.50825,0.48826,0.20881,0.05006,0.48641,0.26038,-0.0913,0.20316,0.06962,0.62066,-0.13189
LMseg-SUT_SY0881,noncoding,chr11,146602,145969,C,1.31273,1.55659,1.04019,0.65048,0.95239,0.03491,1.06247,0.47147,NA,0.88937,1.14209,0.02732,-0.56718,-0.48207,-1.0102,-0.55909,-1.16703,0.1662,-0.21658,0.4277,1.35167,-0.7941
LMseg-SUT_SY0885,noncoding,chr11,205426,204354,C,0.69817,0.97651,0.57985,2.5783,NA,-0.24642,0.95222,NA,NA,NA,0.24013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.05378,-0.41178,0.07531
LMseg-SUT_SY0886,noncoding,chr11,210443,210243,C,1.02556,1.47355,1.81958,1.8946,NA,0.58904,0.51827,0.28144,NA,NA,NA,-0.69462,0.38021,0.17901,#VALUE!,#VALUE!,#VALUE!,-0.86193,-1.77777,NA,1.33572,NA
LMseg-SUT_SY0889,noncoding,chr11,238626,238442,C,NA,2.19433,1.61209,0.26504,NA,NA,1.11641,1.004,NA,NA,0.9766,#VALUE!,0.78095,1.58555,-0.70408,#VALUE!,#VALUE!,-0.02567,-0.09679,-1.14863,1.2456,-1.04568
LMseg-SUT_SY0890,noncoding,chr11,258860,258300,C,1.42774,1.64472,1.7546,1.77539,1.8915,-0.4969,2.22257,NA,NA,NA,1.88115,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.6625,2.53625,0.2712
LMseg-SUT_SY0891,noncoding,chr11,260485,260077,C,0.33033,0.9942,0.86693,0.47179,NA,0.81999,0.84445,-0.03726,NA,NA,2.18587,-0.65106,-0.63775,-0.62957,-0.74439,#VALUE!,-0.92887,0.53881,-1.05376,NA,1.63505,-0.58664
LMseg-SUT_SY0893:AR-Unit4974:AR-Unit4973:LM1-SUT667,noncoding,chr11,272759,271216,C,0.70919,0.55213,0.45565,1.16552,1.11445,1.16225,1.40366,0.53441,1.13271,1.5899,1.88603,0.18615,0.09354,-0.37578,-0.05213,0.30116,0.01681,0.94558,0.03741,-0.06023,0.72111,0.7919
LMseg-SUT_SY0894,noncoding,chr11,279360,278758,C,0.22177,0.09192,-0.08245,0.76351,0.90339,0.42962,0.35783,-0.96995,NA,NA,1.29897,#VALUE!,-1.57025,-1.72177,-1.38474,-0.52646,-1.07907,-0.76234,-2.03236,0.53555,1.2897,-0.84553
LMseg-SUT_SY0895:AR-Unit4994:RB-SUT670:LM1-SUT670,noncoding,chr11,307599,303135,C,-0.04342,-0.16768,0.30222,0.32925,0.82958,1.28184,0.13519,-0.21031,-0.15327,0.17846,-0.65041,0.11559,-0.27432,0.02234,-0.22235,-0.302,-0.12953,-0.39393,0.1492,-0.04942,-0.06804,0.34104
LMseg-SUT_SY0895:RB-CUT714:LM1-CUT714,noncoding,chr11,307647,303991,C,1.1461,1.3287,0.44007,1.08491,0.72592,0.18096,0.12757,-0.24538,NA,1.56022,-0.7462,-0.31573,0.42272,-0.41956,0.08622,0.73114,0.28894,1.12139,0.34174,-0.49371,-0.46075,1.20307
LMseg-SUT_SY0896,noncoding,chr11,310395,309265,C,1.20962,0.5756,0.55109,1.46761,0.7191,0.72668,0.90917,-0.35101,1.06367,-0.12112,-0.52475,-0.53573,-0.47116,-1.01762,0.51251,-0.66411,0.86525,-0.10013,-0.32427,0.06329,0.68709,-0.13578
LMseg-SUT_SY0897,noncoding,chr11,316868,316018,C,-0.22384,-0.6323,-0.18467,-0.0857,-0.19528,0.79543,0.68061,1.34267,0.74102,0.87094,0.79423,-0.08314,-0.12388,-0.02196,-0.00946,-0.06533,0.43464,-0.18335,0.5383,1.06642,-0.078,0.47633
LMseg-SUT_SY0901:AR-Unit5047:AR-Unit5046:RB-SUT675:LM1-SUT675,noncoding,chr11,355791,354132,C,NA,0.53138,1.27359,1.30573,NA,0.09469,1.19672,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,NA,NA
LMseg-SUT_SY0902,noncoding,chr11,356253,355812,C,1.51856,1.04259,2.0435,1.47294,0.86188,-0.01307,1.14036,-0.37636,NA,NA,0.60402,0.78195,-0.30725,1.29529,0.60072,-0.98106,0.10415,1.177,-1.24583,-0.68041,0.94826,-0.09603
LMseg-SUT_SY0903,noncoding,chr11,361524,360804,C,1.17985,-0.57233,0.61967,0.96479,-0.10577,0.45054,-0.8341,0.2904,1.09855,0.43735,-0.47995,1.7469,-0.06336,0.70082,0.72431,-1.01537,0.2178,-1.25622,0.33974,0.16821,-0.14436,1.30612
LMseg-SUT_SY0904,noncoding,chr11,363094,362596,C,1.63859,1.89506,1.20119,2.24564,3.10351,0.9745,1.80767,0.67221,NA,-0.20593,1.46707,2.01644,0.77853,0.16826,-0.21935,1.41382,#VALUE!,1.02147,-0.60477,0.13009,0.74579,-1.09937
LMseg-SUT_SY0906,noncoding,chr11,370294,369918,C,0.9781,0.76791,1.69529,2.65916,2.44554,2.44975,1.59245,0.0131,NA,NA,1.91401,-0.16286,-0.6006,0.76692,0.56012,0.90155,#VALUE!,1.76467,-0.7134,-0.4633,0.69857,-1.28093
LMseg-SUT_SY0907,noncoding,chr11,375568,375240,C,1.72987,1.66822,0.22605,1.12306,1.8503,0.1593,0.74458,-0.08465,NA,NA,1.64161,-0.38943,-0.42725,-2.06125,-0.55982,0.54458,#VALUE!,-0.63212,-1.79861,NA,NA,NA
LMseg-SUT_SY0911,noncoding,chr11,515643,515147,C,1.26624,1.07589,0.97342,1.19785,0.83728,-0.72479,0.35016,-0.10383,NA,NA,1.30032,0.07225,-1.54223,-0.94263,-0.99118,0.4883,-1.32845,-0.6657,-1.31352,-0.58643,1.15162,-0.5578
LMseg-SUT_SY0912,noncoding,chr11,518612,518011,C,2.40768,1.89456,2.14595,1.30225,1.91591,-0.39156,1.05385,1.54931,NA,NA,1.96166,1.29695,-0.69771,0.9396,-0.17048,1.41968,-1.88557,0.1273,0.9481,0.68711,0.67551,-0.07954
LMseg-SUT_SY0914,noncoding,chr11,535029,534789,C,-0.09104,-0.50924,-0.37848,-0.63771,-1.30131,-0.97284,-1.2532,-1.21236,-1.32507,-1.43396,-0.9849,-0.61163,-0.65022,-0.38879,-0.6522,-1.40596,-0.50886,-1.0666,-0.71829,-0.27517,0.52449,-0.73619
LMseg-SUT_SY0916,noncoding,chr11,646442,644201,C,1.10027,1.44544,1.54589,1.71605,2.55303,2.00812,1.63789,0.71677,-0.44477,-0.36686,1.40535,-0.12153,0.3905,-0.55072,-0.07622,1.18405,-0.06107,0.2854,-0.86269,0.15922,1.27398,0.15324
LMseg-SUT_SY0917,noncoding,chr11,651654,651198,C,NA,0.00999,0.86757,NA,NA,1.16152,1.02374,NA,NA,NA,-0.29916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,NA,1.52253,NA
LMseg-SUT_SY0918:RB-SUT685:LM1-SUT685,noncoding,chr12,37146,36349,C,-0.38056,-0.55149,-1.05458,-0.83034,-0.86045,0.04737,0.4758,-0.28418,-0.14596,0.355,-0.5296,-0.4264,-0.14227,-0.42983,-0.49581,-0.15469,-0.57818,0.09146,0.26798,-0.27972,0.06127,0.24012
LMseg-SUT_SY0919,noncoding,chr12,41154,40890,C,0.3538,-0.77844,-0.7037,-0.89346,-1.07423,-0.78103,-1.30653,-0.51352,NA,-0.62459,-1.00372,-0.0216,-0.90967,-0.50711,-0.39339,-0.04426,0.2319,-0.11805,0.35076,-1.0624,-0.32444,-0.64058
LMseg-SUT_SY0923,noncoding,chr12,262090,261802,C,1.48656,1.16801,1.07369,0.70528,1.21251,-0.94405,0.59358,0.2788,NA,NA,NA,#VALUE!,-1.4062,-0.85817,-1.80347,1.41108,#VALUE!,-0.03784,#VALUE!,0.86606,0.69771,NA
LMseg-SUT_SY0925,noncoding,chr12,265594,265242,C,1.84875,0.75314,1.65698,1.40423,0.83161,1.01195,1.77677,NA,NA,NA,1.60204,2.18878,-0.96749,1.30957,-0.76108,-0.24071,0.8702,1.03529,#VALUE!,0.10848,-0.04137,-1.3477
LMseg-SUT_SY0926,noncoding,chr12,283761,283329,C,NA,-0.34266,2.2312,1.82083,NA,2.1108,1.51888,0.50947,NA,NA,-0.17135,#VALUE!,-1.30463,1.53867,1.53803,#VALUE!,2.07011,2.00087,#VALUE!,NA,0.11267,0.50558
LMseg-SUT_SY0932:AR-Unit5565,noncoding,chr12,393632,392080,C,0.85158,1.18002,1.07258,0.64372,0.89746,0.87017,0.79071,-0.02234,1.02412,-0.66027,1.15043,-0.20033,-0.72227,-0.50392,-0.30202,-0.31955,-0.36377,0.28293,-1.12249,-0.09579,1.38081,-0.83144
LMseg-SUT_SY0933,noncoding,chr12,499017,498569,C,1.69236,1.09032,0.72927,0.37173,1.10405,-0.4671,0.34693,-0.36469,NA,-1.03737,0.14838,0.27586,0.8076,-0.14729,-0.61194,0.21575,-1.81876,0.28218,-0.82063,NA,0.41156,-0.69038
LMseg-SUT_SY0935,noncoding,chr12,615121,614784,C,1.82534,0.64978,-0.12957,0.67778,1.39489,-1.60139,0.63134,-0.56734,NA,NA,-0.39538,4.02697,1.809,-0.19873,1.34457,3.08274,0.65364,0.11034,-0.62417,NA,-0.52947,0.09584
