ORF,name,chr,start,end,Yap4_0min,Yap4_5min,Yap4_15min,Yap4_30min,Yap4_45min,Hot1_30min,Msn1_30min,Msn2_0min,Msn2_30min,Msn4_0min,Msn4_30min,Skn7_30min,Smp1_30min,Sko1_0min,Sko1_5min,Sko1_15min,Sko1_30min,Sko1_45min,Yap6_0min,Yap6_30min,Yap4_binding_pat,Sko1_binding_pat
YKL195W,MIA40,11,75539,75825,,,,,,,,,,,,,,,,,,,,,,
YLR107W,REX3,12,363739,364116,,,,,,,,,,,,,,,,,,,,,,
YLR113W,HOG1,12,370621,371620,0.596,0.831,0.543,0.821,0.838,,,,0.881,,,1.837,0.562,0.569,0.57,0.461,0.736,0.674,0.931,0.818,1,1
YLR131C,ACE2,12,406824,407284,,,,,,,,,,,,,,,,,,,,,,
YLR137W,,12,416659,417006,,,,,,,,,,,,,,,,,,,,,,
YLR155C,ASP3-1,12,470407,471406,,,,,,,,,,,,,,,,,,,,,,
YLR159W,,12,484346,485345,,,,,,,,,,,,,,,,,,,,,,
YLR177W,,12,510234,511055,,,,,,,,,,,,,,,,,,,,,,
YLR183C,TOS4,12,522015,522665,,,,,,,,,,,,,,,,,,,,,,
YML011C,RAD33,13,247429,247677,,,,,,,,,,,,,,,,,,,,,,
YML016C,PPZ1,13,241537,241989,,,,,,,,,,,,,,,,,,,,,,
YML035C,AMD1,13,208861,209525,,,,,,,,,,,,,,,,,,,,,,
YML040W,,13,195755,196627,,,,,,,,,,,,,,,,,,,,,,
YML057W,CMP2,13,159697,160179,,,,,,,,,,,,,,,,,,,,,,
YML061C,PIF1,13,151533,151871,,,,,,,,,,,,,,,,,,,,,,
YML079W,,13,110077,110246,,,,,,,,,,,,,,,,,,,,,,
YMR239C,RNT1,13,749677,749929,,,,,,,,,,,,,,,,,,,,,,
YMR244W,,13,756249,757248,,,,,,,,,,,,,,,,,,,,,,
YMR263W,SAP30,13,794666,794917,,,,,,,,,,,,,,,,,,,,,,
YMR269W,TMA23,13,804221,804454,,,,,,,,,,,,,,,,,,,,,,
YMR287C,DSS1,13,845345,845570,,,,,,,,,,,,,,,,,,,,,,
YMR292W,GOT1,13,854389,854793,,,,,,,,,,,,,,,,,,,,,,
YMR307W,GAS1,13,886515,887001,,,,,,,,,,,,,,,,,,,,0.356,,
YMR313C,TGL3,13,901307,901708,,,,,,,,,,,,,,,,,,,,,,
YNL288W,CAF40,14,89301,90300,,,,,,,,,,,,,,,,,,,,,,
YNL294C,RIM21,14,80259,80638,,,,,,,,,,,,,,,,,,,,,,
YNL312W,RFA2,14,48021,48285,0.197,0.256,0.556,0.723,0.645,,,,,,,,0.363,,,,,,,,3,
YNL318C,HXT14,14,40329,40618,,,,,,,,,,,,,,,,,,,,,,
YNL336W,COS1,14,7330,8329,,,,,,,,,,,,,,0.304,0.704,0.946,0.512,0.783,,,,3
YNR003C,RPC34,14,635298,635943,,,,,,,,,,,,,,,,,,,,,,
YNR021W,,14,668222,668376,,,,,,,,,,,,,,,,,,,,,,
YNR027W,BUD17,14,674689,674922,,,,,,,,,,,,,,,,,,,,,,
YOR084W,,15,480421,480587,,,,,,,,,,,,,,,,,,,,,,
YOR090C,PTC5,15,492843,493265,,,,,,,,,,,,,,,,,,,,,,
YOR108W,LEU9,15,522282,523026,,,,,,,,,,,,,,,,,,,,,,
YOR114W,,15,536819,537569,,,,,,,,,,,,,,,,,,,,,,
YOR132W,VPS17,15,572838,573174,,,,,,,,,,,,,,,,,,,,,,
YOR138C,RUP1,15,586325,586981,,,,,,,,,,,,,,,,,,,,,,
YOR154W,SLP1,15,624375,624728,,,,,,,,,,,,,,,,,,,,,,
YOR160W,MTR10,15,633566,633838,,,,,,,,,,,,,,,,,,,,,,
YPL065W,VPS28,16,427669,427923,,,,,,,,,,,,,,,,,,,,,,
YPL071C,,16,420516,420945,,,,,,,,,,,,,,,,,,,,,,
YPL089C,RLM1,16,381148,381962,,,,,,,,,,,,,,,,,,,,,,
YPL095C,EEB1,16,369439,369836,0.622,0.828,1.501,1.937,1.8,,,,,,,,0.616,,,,,,,0.33,3,
YPL113C,,16,337143,337435,,,,,,,,,,,,,,,,,,,,,,
YPL119C,DBP1,16,326264,326627,,,,,,,,,,,,,,,,,,,,,,
YPL137C,GIP3,16,296647,297552,0.306,0.485,0.648,1.197,1.173,,,,,,,,,0.471,0.286,0.335,0.273,0.348,,,3,1
YPL143W,RPL33A,16,281121,282120,0.231,0.205,0.409,0.439,0.461,,,,,,,,,,,,,,,0.332,3,
YPR158C-C,,16,856254,857253,1.173,0.863,1.513,1.549,1.595,,,,,,,,,,,,,,,,1,
YPR160W,GPH1,16,860411,861301,0.142,0.974,1.427,1.495,0.982,,,,,,,,,,,,,,,,2,
YPR178W,PRP4,16,892074,892327,,,,,,,,,,,,,,,,,,,,,,
YPR184W,GDB1,16,901554,902039,0.389,0.601,0.786,0.851,0.66,,,,,,,,,,,,,,,0.347,2,
YPR202W,,16,942028,943027,,,,,,,,,,,,,,,,,,,,,,
YBL059W,,2,110541,110595,,,,,,,,,,,,,,,,,,,,,,
YBL089W,AVT5,2,49355,49570,,,,,,,,,,,,,,,,,,,,,,
YBL104C,,2,21294,22075,,,,,,,,,,,,,,,,,,,,,,
YBR013C,,2,265880,266725,,,,,,,,,,,,,,0.284,0.41,0.383,0.46,0.317,,,,2
YBR019C,GAL10,2,278353,279021,,,,,,,,,,,,,,,,,,,,,,
YCL029C,BIK1,3,69922,70150,,,,,,,,,,,,,,,,,,,,,,
YCL047C,,3,44438,44623,0.5,0.901,1.243,1.505,1.36,,,,,,,,,0.449,0.685,1.336,1.148,1.011,,,2,2
YCL054W,SPB1,3,30449,31448,,,,,,,,,,,,,,,,,,,,,,
YCR007C,,3,126728,127727,,,,,,,,,,,,0.372,,0.342,0.42,0.41,0.394,0.399,,,,1
YCR027C,RHB1,3,167995,168994,,,,,,,,,,,,0.371,,0.388,0.469,0.564,0.633,0.432,,,,2
YDL227C,HO,4,48033,49032,,,,,,,,,,,,,,,,,,,,,,
YDL233W,,4,36478,36797,,,,,,,,,,,,,,,,,,,,,,
YDR003W,RCR2,4,453647,454118,,,,,,,,,,,,,,,,,,,,,,
YDR009W,GAL3,4,462513,463430,0.245,0.049,0.455,0.517,0.502,,,,,,,,,,,,,,,,3,
YDR027C,VPS54,4,497315,497831,,,,,,,,,,,,,,,,,,,,,,
YDR033W,MRH1,4,507143,508142,,,,,,,,,,,,,,,,,,,,,,
YDR047W,HEM12,4,550857,551856,,,,,,,,,,,,0.414,,,,,,,,,,
YDR350C,ATP22,4,1178166,1178657,,,,,,,,,,,,,,,,,,,,,,
YDR365W-B,,4,1206373,1206986,,,,,,,,,,,,,,,,,,,,,,
YDR371W,CTS2,4,1219100,1219402,,,,,,,,,,,,,,,,,,,,,,
YDR389W,SAC7,4,1251624,1252526,,,,,,,,,,,,,,,,,,,,,,
YDR395W,SXM1,4,1262957,1263313,,,,,,,,,,,,,,,,,,,,,,
YDR419W,RAD30,4,1302164,1303163,,,,,,,,,,,,,,,,,,,,,,
YER088C,DOT6,5,335185,335942,,,,,,,,,0.45,,,0.577,,,,,,,,,,
YER093C,TSC11,5,347609,347908,,,,,,,,,,,,,,,,,,,,,,
YER111C,SWI4,5,385873,386872,,,,,,,,,,,,,,,,,,,,,,
YER117W,RPL23B,5,396168,396764,,,,,,,,,,,,,,,,,,,,,,
YER134C,,5,437800,438799,,,,,,,,,,,,,,,,,,,,,,
YER138W-A,,5,449020,449469,,,,,,,,,,,,,,,,,,,,,,
YER156C,,5,484337,484783,,,,,,,,,,,,,,,,,,,,,,
YER161C,SPT2,5,500344,500625,,,,,,,,,,,,,,,,,,,,,,
YGL142C,GPI10,7,238125,238358,,,,,,,,,,,,,,,,,,,,,,
YGL148W,ARO2,7,225578,226403,,,,,,,,,,,,,,,,,,,,,,
YGL166W,CUP2,7,190474,191134,,,,,,,,,,,,,,,,,,,,,,
YGL172W,NUP49,7,180119,180705,,,,,,,,,,,,,,,,,,,,,,
YGL190C,CDC55,7,147396,148235,,,,,,,,,,,,,,,,,,,,,,
YGL196W,,7,129166,129887,0.232,0.151,0.437,0.597,0.468,,,,,,,,,,,,,,,,3,
YGL220W,,7,82291,82372,,,,,,,,,,,,,,,,,,,,,,
YGR251W,,7,994644,995643,,,,,,,,,,,,,,,,,,,,,,
YGR257C,MTM1,7,1007312,1007677,,,,,,,,,,,,,,,,,,,,,,
YGR275W,RTT102,7,1043101,1043281,,,,,,,,,,,,,,,,,,,,,,
YGR281W,YOR1,7,1051830,1052829,,,,,,,,,,,,0.365,0.331,,,,,,,,,
YHL003C,LAG1,8,101879,102606,0.279,0.502,0.892,1.092,0.914,,,,,,,,,,,,,,,,2,
YHL009C,YAP3,8,85056,85904,,,,,,,,,,,,,,,,,,,,,,
YHL025W,SNF6,8,54023,54847,,,,,,,,,,,,,,,,,,,,,,
YHL031C,GOS1,8,39485,40082,,,,,,,,,,,,,,,,,,,,,,
YIL053W,RHR2,9,254050,255049,,,,,,0.531,,,0.452,,,,,0.911,1.175,0.914,0.818,0.801,,,,1
YIL077C,,9,215951,216466,,,,,,,,,,,,,,,,,,,,,,
YIL083C,,9,204651,205632,,,,,,,,,,,,,,,,,,,,,,
YIL101C,XBP1,9,177248,178001,,,,,,,,,0.46,,,2.08,,0.471,0.549,0.463,0.57,0.5,0.541,0.542,,1
YIL107C,PFK26,9,165759,166412,,,,,,,,,,,,,,,,,,,,,,
YIL125W,KGD1,9,122071,122688,,,,,,,,,,,,,,,,,,,,,,
YIL131C,FKH1,9,102236,102782,0.694,0.537,0.705,1.044,1.102,,,,,,,,,,,,,,,,3,
YJL216C,,10,26087,26887,0.162,0.244,0.411,0.38,0.343,,,,,,,,,,,,,,0.614,0.407,2,
YJL222W,VTH2,10,10475,11474,,,,,,,,,,,,,,,,,,,,,,
YJR015W,,10,462339,462634,,,,,,,,,,,,,,,,,,,,,,
YJR021C,REC107,10,469494,469698,,,,,,,,,,,,,,,,,,,,,,
YJR039W,,10,503305,503849,,,,,,,,,,,,,,,,,,,,,,
YJR045C,SSC1,10,521517,521962,,,,,,,,,0.492,,,0.349,,,,,,,,,,
YJR063W,RPA12,10,554763,555108,,,,,,,,,,,,,,,,,,,,,,
YJR069C,HAM1,10,569314,569535,0.35,0.13,0.33,0.504,0.55,,,,,,,,,,,,,,,,3,
YKL208W,CBT1,11,46296,47157,0.39,0.302,0.474,0.606,0.552,,,,,,,,,,,,,,,,3,
YKL214C,YRA2,11,31695,31961,,,,,,,,,,,,,,,,,,,,,,
YKR007W,MEH1,11,450860,451076,,,,,,,,,,,,,,,,,,,,,,
YKR013W,PRY2,11,462602,463601,,,,,,,,,,,,0.593,,,,,,,,,,
YKR031C,SPO14,11,506038,506540,,,,,,,,,,,,,,,,,,,,,,
YKR036C,CAF4,11,510324,510552,,,,,,,,,,,,,,,,,,,,,,
YKR054C,DYN1,11,547568,547858,,,,,,,,,,,,,,,,,,,,,,
YKR060W,UTP30,11,555816,556159,,,,,,,,,,,,,,,,,,,,,,
YLR189C,ATG26,12,534396,535216,,,,,,,,,,,,,,,,,,,,,,
YLR195C,NMT1,12,543307,543970,,,,,,,,,,,,,,,,,,,,,,
YLR213C,CRR1,12,567925,568569,,,,,,,,,,,,,,,,,,,,,,
YLR219W,MSC3,12,573920,574152,,,,,,,,,,,,,,,,,,,,,,
YLR241W,,12,620162,620474,,,,,,,,,,,,,,,,,,,,,,
YLR258W,GSY2,12,659793,660717,0.049,0.473,1.072,0.852,0.56,,,,,,,,,,,,,,,0.337,2,
YLR263W,RED1,12,669664,670341,,,,,,,,,,,,,,,,,,,,,,
YML111W,BUL2,13,45953,46941,,,,,,,,,,,,0.654,,,,,,,,,,
YML117W,NAB6,13,33851,34242,,,,,,,,,,,,,,,,,,,,,,
YMR001C,CDC5,13,271137,271347,,,,,,,,,,,,,,,,,,,,,,
YMR025W,CSI1,13,323046,323298,,,,,,,,,,,,,,,,,,,,,,
YMR031C,,13,334743,335297,,,,,,,,,,,,,,,,,,,,,,
YMR317W,,13,906362,907361,,,,,,,,,,,,0.365,,,,,,,,,,
YMR323W,ERR3,13,919086,920085,,,,,,,,,,,,,,0.702,0.413,0.706,1.016,0.892,,,,2
YNL015W,PBI2,14,604383,605382,,,,,,,,,,,,,,,,,,,,,,
YNL021W,HDA1,14,592898,593225,,,,,,,,,,,,,,,,,,,,,,
YNL039W,BDP1,14,554749,555046,,,,,,,,,,,,,,,,,,,,,,
YNL045W,,14,542821,542961,,,,,,,,,,,,,,,,,,,,,,
YNL062C,GCD10,14,510212,510539,,,,,,,,,,,,,,,,,,,,,,
YNL068C,FKH2,14,498289,499288,,,,,,,,,,,,,,,,,,,,,,
YNR032W,PPG1,14,685433,686009,,,,,,,,,,,,,,,,,,,,,,
YNR038W,DBP6,14,695327,695594,,,,,,,,,,,,,,,,,,,,,,
YNR056C,BIO5,14,733302,733354,,,,,,,,,,,,,,,,,,,,,,
YNR062C,,14,745342,746341,,,,,,,,,,,,,,,,,,,,,,
YOL003C,PFA4,15,322995,323411,,,,,,,,,,,,,,,,,,,,,,
YOL009C,MDM12,15,310140,310312,,,,,,,,,,,,,,,,,,,,,,
YOL026C,MIM1,15,274354,274957,,,,,,,,,,,,,,,,,,,,,,
YOL032W,OPI10,15,265085,265428,,,,,,,,,,,,,,,,,,,,,,
YOR166C,,15,648503,648804,,,,,,,,,,,,,,,,,,,,,,
YOR172W,YRM1,15,653884,654209,,,,,,,,,,,,,,,,,,,,,,
YOR190W,SPR1,15,689974,690694,,,,,,,,,,,,,,,,,,,,,,
YOR194C,TOA1,15,712544,712866,,,,,,,,,,,,,,,,,,,,,,
YOR212W,STE4,15,741910,742909,,,,,,,,,,,,,,,,,,,,,,
YOR236W,DFR1,15,779906,780905,,,,,,,,,,,,,,,,,,,,0.361,,
YOR242C,SSP2,15,789858,790211,,,,,,,,,,,,,,,,,,,,,,
YPL149W,ATG5,16,270892,271308,,,,,,,,,,,,,,,,,,,,,,
YPL155C,KIP2,16,259336,259713,,,,,,,,,,,,,,,,,,,,,,
YPL173W,MRPL40,16,222772,223141,,,,,,,,,,,,,,,,,,,,,,
YPL179W,PPQ1,16,207646,208155,,,,,,,,,,,,,,,,,,,,,,
YPL196W,OXR1,16,174701,175041,,,,,,,,,,,,,,,,,,,,,,
YPL202C,AFT2,16,169338,169769,,,,,,,,,,,,0.408,,,,,,,,,,
YPL220W,RPL1A,16,135423,135788,,,,,,,,,,,,,,,,,,,,,,
YPL226W,NEW1,16,121167,121766,,,,,,,,,,,,,,,,,,,,,,
YAR002W,NUP60,1,151259,152258,,,,,,,,,,,,,,,,,,,,,,
YAR014C,BUD14,1,168867,169370,,,,,,,,,,,,,,,,,,,,,,
YBL018C,POP8,2,186478,186847,,,,,,,,,,,,,,,,,,,,,,
YBL036C,,2,151224,151496,,,,,,,,,,,,,,,,,,,,,,
YBL042C,FUI1,2,140264,141250,0.435,0.481,0.374,0.707,0.803,,0.582,,,,,,,,,,,,,0.326,3,
YBR250W,SPO23,2,718028,719027,,,,,,,,,,,,,,,,,,,,,,
YBR256C,RIB5,2,728098,728880,,,,,,,,,,,,,,,,,,,,,,
YBR274W,CHK1,2,749366,749588,,,,,,,,,,,,,,,,,,,,,,
YBR280C,SAF1,2,764694,764966,,,,,,,,,,,,,,,,,,,,,,
YBR298C,MAL31,2,804470,805029,,,,,,,,,,,,,,,,,,,,,,
YCL001W-A,,3,112479,113076,,,,,,,,,,,,,,,,,,,,,,
YDL132W,CDC53,4,223740,224303,,,,,,,,,,,,,,,,,,,,,,
YDL137W,ARF2,4,215643,216528,0.261,0.272,0.547,0.68,0.562,,,,,,,0.692,,,,,,,,,3,
YDL155W,CLB3,4,176487,176773,,,,,,,,,,,,,,,,,,,,,,
YDL161W,ENT1,4,167255,167714,,,,,,,,,,,,,,,,,,,,,,
YDL179W,PCL9,4,137540,138291,,,,,,,,,,,,,,,,,,,,,,
YDL185W,TFP1,4,126450,126787,,,,,,,,,,,,,,,,,,,,,,
YDL203C,,4,97955,98476,,,,,,,,,,,,,,,,,,,,,,
YDL209C,CWC2,4,87228,87462,,,,,,,,,,,,,,,,,,,,,,
YDR255C,RMD5,4,967817,968127,,,,,,,,,,,,,,,,,,,,,,
YDR261C,EXG2,4,979204,980203,,,,,,,,,,,,,,,,,,,,,,
YDR275W,BSC2,4,1011267,1012245,,,,,,,,,,,,,,,,,,,,,,
YDR281C,PHM6,4,1022316,1023315,,,,,,,,,,,,,,,,,,,,,,
YDR299W,BFR2,4,1058808,1059620,,,,,,,,,,,,,,,,,,,,,,
YDR305C,HNT2,4,1073483,1073729,,,,,,,,,,,,,,,,,,,,,,
YDR321W,ASP1,4,1108493,1108696,,,,,,,,,,,,,,,,,,,,,,
YDR326C,YSP2,4,1124919,1125427,,,,,,,,,,,,,,,,,,,,,,
YER001W,MNN1,5,152519,153518,0.385,0.262,0.206,0.403,0.492,,,,,,,0.956,,,,,,,0.598,0.339,3,
YER007C-A,TMA20,5,166885,167807,,,,,,,,,,,,,,,,,,,,,,
YER023W,PRO3,5,200874,201074,,,,,,,,,,,,,,,,,,,,,,
YER029C,SMB1,5,213177,213415,,,,,,,,,,,,,,,,,,,,,,
YER045C,ACA1,5,241501,242500,1.36,1.538,1.355,1.814,1.846,,,,0.385,,,,,,,,,,0.422,0.663,1,
YER050C,RSM18,5,254579,254655,,,,,,,,,,,,,,,,,,,,,,
YER071C,,5,302326,302804,,,,,,,,,,,,,,,,,,,,,,
YGL046W,,7,413106,414105,,,,,,,,,,,,,,0.731,0.538,0.427,0.752,0.577,,,,1
YGL070C,RPB9,7,374831,375090,,,,,,,,,,,,,,,,,,,,,,
YGL076C,RPL7A,7,366000,366928,,,,,,,,,,,,,,,,,,,,,,
YGL094C,PAN2,7,334469,334889,,,,,,,,,,,,,,,,,,,,,,
YGL100W,SEH1,7,312843,313236,,,,,,,,,,,,,,,,,,,,,,
YGL124C,MON1,7,276721,277623,0.417,0.447,0.762,0.936,0.762,,,,,,,,,,,,,,,,3,
YGR159C,NSR1,7,807662,808634,,,,,,,,,,,,,,0.82,0.465,0.559,0.457,0.691,,,,1
YGR161W-B,,7,810743,811742,,,,,,,,,,,,,,,,,,,,,,
YGR179C,OKP1,7,854901,855269,,,,,,,,,,,,,,,,,,,,,,
YGR185C,TYS1,7,867526,867779,,,,,,,,,,,,,,,,,,,,,,
YGR203W,,7,904753,905241,0.355,0.421,0.569,0.779,0.787,,,,,,,,,,,,,,,,3,
YGR209C,TRX2,7,913233,913508,,,,,,,,,,,,,,,,,,,,,,
YGR227W,DIE2,7,947003,947421,,,,,,,,,,,,,,,,,,,,,,
YGR233C,PHO81,7,958213,959212,0.748,0.634,1.054,1.38,1.171,,,,,,,,,,,,,,,,3,
YHR181W,SVP26,8,466227,467226,,,,,,,,,,,,,,,,,,,,,,
YHR187W,IKI1,8,480671,480988,,,,,,,,,,,,,,,,,,,,,,
YHR205W,SCH9,8,508708,509361,0.264,0.144,0.434,0.663,0.585,,,,,,,,,,,,,,,,3,
YHR211W,FLO5,8,524391,525390,,,,,,,,,,,,,,,,,,,,,,
YIL007C,NAS2,9,343654,344059,,,,,,,,,,,,,,,,,,,,,,
YIL029C,,9,301256,302255,,,,,,,,,,,,,1.653,,,,,,,,,
YIL035C,CKA1,9,288908,289225,,,,,,,,,,,,,,,,,,,,,,
YJL126W,NIT2,10,184139,184419,,,,,,,,,,,,,,,,,,,,,,
YJL144W,,10,145962,146276,,,,,,,,,,,,,,,,,,,,,,
YJL168C,SET2,10,104422,105007,,,,,,,,,,,,,,,,,,,,,,
YJL174W,KRE9,10,94528,95089,,,,,,,,,,,,,,,,,,,,,,
YJL192C,SOP4,10,73414,73786,,,,,,,,,,,,,,,,,,,,,,
YJL198W,PHO90,10,59843,60842,,,,,,,,,,,,,,,,,,,,,,
YKL112W,ABF1,11,225521,226215,,,,,,,,,,,,,,,,,,,,,,
YKL142W,MRP8,11,178177,178519,,,,,,,,,,,,,,,,,,,,,,
YKL160W,ELF1,11,152274,153273,,,,,,,,,,,,,,,,,,,,,,
YKL165C,MCD4,11,140697,141696,,,,,,,,,,,,,,,,,,,,,,
YKL183W,LOT5,11,98612,98725,,,,,,,,,,,,,,,,,,,,,,
YKL189W,HYM1,11,83709,84708,,,,,,,,,,,,,,,,,,,,,,
YLR095C,IOC2,12,332117,332591,,,,,,,,,,,,,,,,,,,,,,
YLR119W,SRN2,12,385409,385534,,,,,,,,,,,,,,,,,,,,,,
YLR125W,,12,392485,393484,,,,,,,,,,,,,,,,,,,,,,
YLR143W,,12,426617,427329,,,,,,,,,,,,,,,,,,,,,,
YLR149C,,12,439825,440468,,,,,,,,,,,,,,,,,,,,,,
YLR165C,PUS5,12,495261,495431,,,,,,,,,,,,,,,,,,,,,,
YML001W,YPT7,13,266754,267173,,,,,,,,,,,,,,,,,,,,,,
YML007W,YAP1,13,253272,253847,,,,,,,,,0.369,,,0.99,,,,,,,0.416,0.358,,
YML022W,APT1,13,228664,228936,,,,,,,,,,,,,,,,,,,,,,
YML028W,TSA1,13,219878,220137,,,,,,,,,0.416,,,,,,,,,,,,,
YML046W,PRP39,13,181075,181473,,,,,,,,,,,,,,,,,,,,,,
YML051W,GAL80,13,171310,171593,,,,,,,,,,,,,,,,,,,,,,
YML067C,ERV41,13,140215,140424,,,,,,,,,,,,,,,,,,,,,,
YML073C,RPL6A,13,124173,124730,,,,,,,,,,,,0.494,,,,,,,,,,
YMR227C,TAF7,13,724385,724625,,,,,,,,,,,,,,,,,,,,,,
YMR233W,TRI1,13,738958,739183,,,,,,,,,,,,,,,,,,,,,,
YMR251W-A,HOR7,13,774014,774750,,,,,,,,,0.575,,,1.43,,,,,,,,0.473,,
YMR257C,PET111,13,782031,782619,,,,,,,,,,,,,,,,,,,,,,
YMR275C,BUL1,13,818581,818826,,,,,,,,,,,,,,,,,,,,,,
YMR281W,GPI12,13,831338,832337,,,,,,,,,,,,,,,,,,,,,,
YMR297W,PRC1,13,860921,861920,0.269,0.389,0.682,0.809,0.521,,,,,,,,,,,,,,,0.382,2,
YMR303C,ADH2,13,874337,874986,,,,,,,,,,,,,,0.808,0.448,0.544,0.639,0.612,,,,1
YNL278W,CAF120,14,112900,113268,,,,,,,,,,,,,,,,,,,,,,
YNL284C,MRPL10,14,104101,105100,,,,,,,,,,,,,,,,,,,,,,
YNL300W,,14,64743,65742,,,,,,,,,,,,,,,,,,,,,,
YNL306W,MRPS18,14,57573,58154,,,,,,,,,,,,,,,,,,,,,,
YNL330C,RPD3,14,19303,19541,,,,,,,,,,,,,,,,,,,,,,
YNR009W,NRM1,14,642381,642689,,,,,,,,,,,,,,,,,,,,,,
YNR015W,SMM1,14,653103,653386,,,,,,,,,,,,,,,,,,,,,,
YOR078W,BUD21,15,472598,472725,,,,,,,,,,,,,,,,,,,,,,
YOR096W,RPS7A,15,504794,505793,,,,,,,,,,,,,,,,,,,,,,
YOR120W,GCY1,15,550246,551113,0.047,0.107,0.366,0.549,0.444,,,,,,,,,,,,,,,,3,
YOR126C,IAH1,15,560678,561170,,,,,,,,,,,,,,,,,,,,,,
YOR142W-B,,15,594112,595111,0.374,0.15,0.54,0.755,0.76,,,,,,,,,,,,,,,,3,
YOR148C,SPP2,15,609198,609838,,,,,,,,,,,,,,,,,,,,,,
YPL054W,LEE1,16,454987,455755,,,,,,,,,,,,,,,,,,,,,,
YPL060C-A,,16,442740,443739,,,,,,,,,,,,,,,,,,,,,,
YPL077C,,16,410088,410440,,,,,,,,,,,,,,,,,,,,,,
YPL083C,SEN54,16,398103,398477,,,,,,,,,,,,,,,,,,,,,,
YPL101W,ELP4,16,359403,360205,,,,,,,,,,,,,,,,,,,,,,
YPL107W,,16,348949,349115,,,,,,,,,,,,,,,,,,,,,,
YPL125W,KAP120,16,312899,313386,,,,,,,,,,,,,,,,,,,,,,
YPL131W,RPL5,16,302617,303119,,,,,,,,,,,,,,,,,,,,,,
YPR152C,,16,833455,833807,,,,,,,,,,,,,,,,,,,,,,
YPR166C,MRP2,16,876626,876843,,,,,,,,,,,,,,,,,,,,,,
YPR172W,,16,885554,885791,,,,,,,,,,,,,,,,,,,,,,
YPR190C,RPC82,16,919038,919377,,,,,,,,,,,,,,,,,,,,,,
YPR196W,,16,930372,931371,,,,,,,,,,,,,,,,,,,,,,
YBR050C,REG2,2,338198,338718,,,,,,,,,,,,,,,,,,,,,,
YBR056W,,2,347299,347876,,,,,,,,,,,,,,,,,,,,,,
YBR074W,,2,385983,386280,,,,,,,,,,,,,,,,,,,,,,
YBR080C,SEC18,2,400885,401247,,,,,,,,,,,,,,,,,,,,,,
YBR096W,,2,435692,436014,,,,,,,,,,,,,,,,,,,,,,
YBR102C,EXO84,2,447318,447703,,,,,,,,,,,,,,,,,,,,,,
YBR120C,CBP6,2,480918,481358,,,,,,,,,,,,,,,,,,,,,,
YBR126C,TPS1,2,490387,491263,,,,,,,,,,,,,,,,,,,,,,
YCR061W,,3,224729,225557,,,,,,,,,,,,,,,,,,,,,,
YCR067C,SED4,3,236318,237209,0.375,0.365,0.715,0.934,0.835,,,,,,,,,,,,,,,,3,
YCR093W,CDC39,3,279903,280112,,,,,,,,,,,,,,,,,,,,,,
YDL003W,MCD1,4,443680,444679,1.202,0.84,1.08,1.321,1.416,,,,,,,0.345,,,,,,,,0.413,1,
YDL027C,,4,404955,405341,0.146,0.196,0.534,0.591,0.517,,,,,,,,,,,,,,,,3,
YDL033C,SLM3,4,393910,394214,,,,,,,,,,,,,,,,,,,,,,
YDR084C,TVP23,4,614000,614283,,,,,,,,,,,,,,,,,,,,,,
YDR090C,,4,625994,626703,,,,,,,,,,,,,,,,,,,,,,
YDR106W,ARP10,4,666765,666998,,,,,,,,,,,,,,,,,,,,,,
YDR130C,FIN1,4,716618,716785,,,,,,,,,,,,,,,,,,,,,,
YDR160W,SSY1,4,775777,776157,,,,,,,,,,,,,,,,,,,,,,
YDR450W,RPS18A,4,1358913,1359912,,,,,,,,,,,,,,,,,,,,,,
YDR456W,NHX1,4,1366817,1367474,,,,,,,,,,,,,,,,,,,,,,
YDR474C,,4,1410085,1411084,,,,,,,,,,,,,,,,,,,,,,
YDR480W,DIG2,4,1416864,1417388,0.354,0.346,0.646,0.907,0.908,,,,,,,,,,,,,,,,3,
YDR498C,SEC20,4,1446985,1447820,,,,,,,,,,,,,,,,,,,,,,
YDR504C,SPG3,4,1456685,1456685,,,,,,,,,,,,,,,,,,,,,,
YDR522C,SPS2,4,1485294,1485556,,,,,,,,,,,,,,,,,,,,,,
YDR527W,RBA50,4,1490825,1491083,,,,,,,,,,,,,,,,,,,,,,
YFL001W,DEG1,6,146929,147125,,,,,,,,,,,,,,,,,,,,,,
YFL005W,SEC4,6,129905,130328,,,,,,,,,,,,,,,,,,,,,,
YFL020C,PAU5,6,99594,100593,,,,,,,,,,,,,,,,,,,,,,
YFL026W,STE2,6,81910,82577,,,,,,,,,,,,,,,,,,,,,,
YFL043C,,6,47745,48744,,,,,,,,,,,,,,,,,,,,,,
YFL049W,SWP82,6,35848,36802,,,,,,,,,,,,,,,,,,,,,,
YFL067W,,6,1,835,,,,,,,,,,,,,,,,,,,,,,
YFR005C,SAD1,6,155869,156139,,,,,,,,,,,,,,,,,,,,,,
YGL250W,,7,31636,31909,,,,,,,,,,,,,,,,,,,,,,
YGL256W,ADH4,7,14157,14909,,,,,,,,,,,,,,,,,,,,,,
YGR017W,,7,522837,523790,,,,,,,,,,,,,,,,,,,,,,
YGR033C,TIM21,7,554972,555933,,,,,,,,,,,,0.36,,0.369,0.421,0.367,0.295,0.349,,,,1
YGR038C-B,,7,567472,568471,,,,,,,,,,,,,,,,,,,,,,
